Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,total_Max_Porch_Area,total_Porch,Street_Alley,LotShape_LandContour,LotShape_LotConfig,LotShape_LandSlope,LotAreaPerFront,total_indoor_sqft,total_outdoor_sqft,total_in_out_sqft,in_per_out,area_per_finishes,no_finishes,no_finishes_perc,Condition1_Condition2,house_story,house_finish,YearBuilt_Age,Remodeled,YearRemodAdd_Age,YrBlt_YrRmd_Diff,YrSd_YrBlt,YrSd_YrRmd,Exterior1st_Exterior2nd,Foundation_MasVnrType,SaleCondition_SaleType,Bsmt_Unf_Per,Garage_per_Car_Cap,total_Ext_Ql_Cd,total_Bmt_Ql_Cd,total_Garage_Ql_Cd,total_Bmt_Fn_Area,Bsmt_Fsh_Per,avg_Ext_Qual,avg_Bmt_Qual,avg_Gar_Qual,total_All_Qualities,avg_All_Qualities,kfold
445,60,0,70.0,8750,0,-1,0,0,0,0,0,0,0,0,0,0,7,5,1994,1995,0,0,0,0,1,0.0,7,7,0,7,5,1,10.0,642.0,2.0,0.0,273.0,915.0,0,10,1,5.0,933,975,0,1908,1.0,0.0,2,1,4,1,7,8,10,1,0,0,1994.0,2,2.0,493.0,5,5,3,144,133,0,0,0,0,0,0,-1,0,7,2008,0,0,210000,277,277,0,0,0,0,125.0,4731.0,9243.0,13974.0,0.5118468029860435,inf,13974.0,1.0,0,2.0,1,17,1.0,16,1,14,13,0,5,0,0.7016393442622951,164.33333333333334,14,25.0,14,642.0,0.2983606557377049,7.0,5.0,3.5,60.5,5.5,-1
446,20,0,73.0,9855,0,-1,0,0,0,2,0,15,0,0,0,1,6,5,1956,1956,1,0,2,5,1,0.0,5,5,1,5,5,1,2.0,0.0,2.0,0.0,1436.0,1436.0,0,3,1,5.0,1689,0,0,1689,0.0,0.0,1,0,3,1,5,7,10,1,1,0,1956.0,2,2.0,480.0,5,5,3,0,0,0,0,0,0,0,3,-1,0,11,2009,2,0,127500,0,0,0,0,4,0,135.0,4814.0,10335.0,15149.0,0.465795839380745,inf,15149.0,1.0,0,1.0,1,55,0.0,55,0,53,53,5,1,3,0.0,160.0,10,15.0,14,0.0,1.0,5.0,3.0,3.5,46.5,4.227272727272728,-1
447,20,0,137.0,16492,0,-1,1,0,0,2,0,11,7,0,0,1,6,6,1966,2002,0,0,4,4,1,0.0,7,5,1,5,5,1,5.0,247.0,5.5,713.0,557.0,1517.0,0,10,1,5.0,1888,0,0,1888,0.0,0.0,2,1,2,1,7,6,5,1,1,0,1966.0,5,2.0,578.0,5,5,3,0,0,0,0,0,0,0,0,-1,0,6,2010,0,0,190000,0,0,0,1,3,1,120.37956204379563,5293.0,17070.0,22363.0,0.31007615700058583,inf,22363.0,1.0,2,1.0,1,45,1.0,9,36,44,8,2,1,0,0.6328279499011207,192.66666666666663,12,21.5,20,960.0,0.3671720500988794,6.0,4.3,5.0,55.3,5.0272727272727264,-1
448,60,0,69.0,11214,0,-1,1,0,0,2,0,17,0,0,0,0,7,5,1998,1999,0,0,0,0,1,0.0,7,5,0,7,5,1,2.0,0.0,2.0,0.0,930.0,930.0,0,7,1,5.0,956,930,0,1886,0.0,0.0,2,1,4,1,7,10,10,1,0,0,1998.0,5,2.0,431.0,5,5,3,89,0,0,0,0,0,0,0,-1,0,7,2006,0,0,199900,89,89,0,1,3,1,129.625,4702.0,11645.0,16347.0,0.4037784456848433,inf,16347.0,1.0,0,2.0,1,13,1.0,12,1,8,7,0,5,0,0.0,143.66666666666666,12,17.0,20,0.0,1.0,6.0,3.4,5.0,56.4,5.127272727272726,-1
449,50,1,50.0,8600,0,-1,0,1,0,0,0,13,0,0,0,2,6,6,1937,1950,0,0,1,1,1,0.0,5,5,2,5,5,1,2.0,0.0,2.0,0.0,780.0,780.0,0,5,1,5.0,780,596,0,1376,0.0,0.0,2,0,3,1,5,7,10,1,1,1,1937.0,2,1.0,198.0,5,5,2,0,0,0,0,0,0,0,0,-1,0,6,2006,0,0,119500,0,0,0,2,0,0,172.0,3532.0,8798.0,12330.0,0.4014548761082064,inf,12330.0,1.0,0,1.5,1,74,1.0,61,13,69,56,1,2,0,0.0,99.0,10,15.0,14,0.0,1.0,5.0,3.0,3.5,49.5,4.5,-1
450,50,1,50.0,6000,0,-1,0,0,0,0,0,7,0,0,0,2,3,7,1948,2002,0,0,1,1,1,0.0,5,7,1,5,5,1,5.0,331.0,2.0,0.0,318.0,649.0,0,10,1,5.0,679,504,0,1183,0.0,0.0,1,1,2,1,5,6,10,0,-1,1,1981.0,2,1.0,308.0,5,5,3,0,176,0,0,0,0,0,0,-1,0,6,2007,0,0,120000,176,176,0,0,0,0,120.0,3015.0,6308.0,9323.0,0.4779644895370958,inf,9323.0,1.0,0,1.5,1,63,1.0,9,54,59,5,1,1,0,0.5100154083204931,154.0,12,18.0,14,331.0,0.4899845916795069,6.0,3.6,3.5,53.1,4.827272727272726,-1
451,30,1,70.0,5684,0,-1,0,0,0,0,0,7,0,0,0,1,6,8,1930,2005,1,0,2,5,1,0.0,5,5,2,5,5,1,2.0,0.0,2.0,0.0,813.0,813.0,0,10,1,3.0,813,0,0,813,0.0,0.0,1,0,2,1,7,5,10,0,-1,1,1932.0,2,1.0,270.0,3,3,2,0,113,0,0,0,0,0,0,-1,0,6,2006,0,0,110000,113,113,0,0,0,0,81.2,2439.0,5954.0,8393.0,0.4096405777628485,inf,8393.0,1.0,0,1.0,1,81,1.0,6,75,76,1,5,2,0,0.0,135.0,10,15.0,10,0.0,1.0,5.0,3.0,2.5,54.5,4.954545454545454,-1
452,20,0,62.0,70761,0,-1,1,2,0,0,1,19,0,0,0,1,7,5,1975,1975,0,1,6,4,1,0.0,5,5,1,7,5,4,5.0,655.0,2.0,0.0,878.0,1533.0,0,5,1,5.0,1533,0,0,1533,1.0,0.0,2,0,2,1,7,5,10,2,0,0,1975.0,2,2.0,576.0,5,5,3,200,54,0,0,0,0,0,0,-1,0,12,2006,0,0,280000,254,254,0,4,2,2,1141.3064516129034,4599.0,71337.0,75936.0,0.06446864880777156,inf,75936.0,1.0,0,1.0,1,36,0.0,36,0,31,31,6,1,0,0.4272667971298108,192.0,10,23.0,14,655.0,0.5727332028701891,5.0,4.6,3.5,54.1,4.918181818181818,-1
453,60,0,69.0,9303,0,-1,1,0,0,2,0,16,0,0,0,0,6,5,1996,1997,1,0,0,0,0,42.0,7,5,0,10,5,1,5.0,742.0,2.0,0.0,130.0,872.0,0,10,1,5.0,888,868,0,1756,1.0,0.0,2,1,3,1,5,7,10,0,-1,0,1996.0,5,2.0,422.0,5,5,3,144,122,0,0,0,0,0,0,-1,0,7,2007,0,0,204000,266,266,0,1,3,1,129.625,4384.0,9725.0,14109.0,0.4507969151670952,inf,14109.0,1.0,0,2.0,1,15,1.0,14,1,11,10,0,0,0,0.8509174311926605,140.66666666666666,12,23.0,20,742.0,0.14908256880733944,6.0,4.6,5.0,56.6,5.1454545454545455,-1
454,60,3,75.0,9000,0,-1,0,0,0,0,0,5,0,0,0,0,8,5,2008,2008,0,0,0,0,1,0.0,7,5,0,7,5,1,2.0,0.0,2.0,0.0,768.0,768.0,0,10,1,5.0,786,804,0,1590,0.0,0.0,2,1,3,1,7,6,10,0,-1,0,2008.0,3,2.0,676.0,5,5,3,0,30,0,0,0,0,0,0,-1,0,6,2009,0,0,210000,30,30,0,0,0,0,120.0,3948.0,9676.0,13624.0,0.4080198429102935,inf,13624.0,1.0,0,2.0,1,3,0.0,3,0,1,1,0,5,0,0.0,225.33333333333331,12,17.0,16,0.0,1.0,6.0,3.4,4.0,58.4,5.3090909090909095,-1
455,90,0,63.0,9297,0,-1,0,0,0,0,0,4,0,0,2,1,5,5,1976,1976,0,0,6,4,1,0.0,5,5,1,5,5,1,5.0,1606.0,2.0,0.0,122.0,1728.0,0,5,1,5.0,1728,0,0,1728,2.0,0.0,2,0,4,2,5,8,10,0,-1,1,1976.0,2,2.0,560.0,5,5,3,0,0,0,0,0,0,0,0,-1,0,7,2006,0,1,188000,0,0,0,0,0,0,147.57142857142858,5184.0,9857.0,15041.0,0.5259206655168915,inf,15041.0,1.0,0,1.0,1,35,0.0,35,0,30,30,6,1,1,0.929398148148148,186.66666666666663,10,18.0,14,1606.0,0.07060185185185185,5.0,3.6,3.5,47.1,4.281818181818182,-1
456,20,0,80.0,9600,0,-1,0,0,0,0,0,6,0,0,0,1,7,6,1973,1973,1,0,3,3,0,320.0,5,5,1,5,5,1,5.0,916.0,2.0,0.0,326.0,1242.0,0,3,1,5.0,1242,0,0,1242,0.0,0.0,1,1,3,1,5,6,10,1,0,0,1973.0,2,2.0,528.0,5,5,3,0,0,0,0,0,0,0,0,-1,0,9,2007,0,0,175500,0,0,0,0,0,0,120.0,3726.0,10128.0,13854.0,0.3678909952606635,inf,13854.0,1.0,0,1.0,1,38,0.0,38,0,34,34,3,4,0,0.7375201288244766,176.0,10,18.0,14,916.0,0.2624798711755233,5.0,3.6,3.5,49.1,4.463636363636363,-1
457,70,1,34.0,4571,0,0,0,0,0,0,0,7,0,0,0,0,5,5,1916,1950,0,0,4,2,1,0.0,5,5,2,5,5,1,2.0,0.0,2.0,0.0,624.0,624.0,0,3,0,5.0,624,720,0,1344,0.0,0.0,1,0,4,1,5,7,10,0,-1,1,1916.0,2,3.0,513.0,3,3,3,0,0,96,0,0,0,0,0,-1,0,5,2008,2,1,98000,96,96,1,0,0,0,134.44117647058823,3312.0,5084.0,8396.0,0.6514555468135327,inf,8396.0,1.0,0,2.0,1,95,1.0,61,34,92,58,4,2,3,0.0,128.25,10,15.0,10,0.0,1.0,5.0,3.0,2.5,43.5,3.954545454545455,-1
458,20,0,69.0,53227,0,-1,1,2,0,3,1,19,0,0,0,1,4,6,1954,1994,2,5,6,4,1,0.0,5,5,1,7,5,4,3.0,1116.0,2.0,0.0,248.0,1364.0,0,10,1,5.0,1663,0,0,1663,1.0,0.0,1,0,2,1,7,6,8,2,1,0,1954.0,5,2.0,529.0,5,5,3,224,137,0,0,0,0,0,0,-1,0,3,2008,0,0,256000,361,361,0,4,1,2,129.625,4690.0,53756.0,58446.0,0.08724607485676017,inf,58446.0,1.0,0,1.0,1,57,1.0,17,40,54,14,6,1,0,0.8181818181818182,176.33333333333337,10,21.0,20,1116.0,0.18181818181818185,5.0,4.2,5.0,56.2,5.109090909090909,-1
459,70,1,69.0,5100,0,0,0,0,0,0,0,7,0,0,0,0,8,7,1925,1996,1,0,4,2,1,0.0,5,7,0,5,5,1,2.0,0.0,2.0,0.0,588.0,588.0,0,3,1,5.0,833,833,0,1666,0.0,0.0,1,0,3,1,7,7,10,1,1,1,1925.0,2,1.0,228.0,5,5,3,192,63,0,0,0,0,0,3,-1,0,6,2008,0,0,161000,255,255,1,0,0,0,129.625,3920.0,5328.0,9248.0,0.7357357357357357,inf,9248.0,1.0,0,2.0,1,86,1.0,15,71,83,12,4,5,0,0.0,114.0,12,15.0,14,0.0,1.0,6.0,3.0,3.5,53.5,4.863636363636363,-1
460,50,0,69.0,7015,0,-1,1,1,0,2,0,8,0,0,0,2,5,4,1950,1950,0,0,1,1,2,161.0,5,5,1,5,5,1,1.0,185.0,2.0,0.0,524.0,709.0,0,5,1,5.0,979,224,0,1203,1.0,0.0,1,0,3,1,7,5,10,1,0,1,1950.0,2,1.0,352.0,5,5,3,0,0,248,0,0,0,0,0,-1,0,7,2009,0,0,110000,248,248,0,3,3,1,129.625,3115.0,7367.0,10482.0,0.4228315460838876,inf,10482.0,1.0,0,1.5,1,61,0.0,61,0,59,59,1,3,0,0.2609308885754584,176.0,10,14.0,14,185.0,0.7390691114245416,5.0,2.8,3.5,48.3,4.3909090909090915,-1
461,60,3,75.0,8004,0,-1,1,0,0,0,0,5,6,0,0,0,8,5,2009,2009,0,0,0,0,2,110.0,7,5,0,7,5,1,10.0,544.0,2.0,0.0,288.0,832.0,0,10,1,5.0,832,1103,0,1935,1.0,0.0,2,1,3,1,5,8,10,0,-1,2,2009.0,5,2.0,552.0,5,5,3,0,150,0,0,0,0,0,0,-1,0,12,2009,1,2,263435,150,150,0,1,2,1,106.72,4702.0,8556.0,13258.0,0.5495558672276765,inf,13258.0,1.0,2,2.0,1,2,0.0,2,0,0,0,0,3,2,0.6538461538461539,184.0,12,25.0,20,544.0,0.3461538461538461,6.0,5.0,5.0,59.0,5.363636363636363,-1
462,70,0,60.0,7200,0,-1,0,0,0,0,0,23,1,0,0,0,7,9,1936,2007,0,0,2,5,1,0.0,7,7,0,7,7,1,5.0,350.0,3.0,210.0,0.0,560.0,0,10,1,5.0,575,560,0,1135,1.0,0.0,1,0,3,1,7,6,10,0,-1,1,1971.0,3,2.0,576.0,5,5,3,256,0,0,0,0,0,0,3,-1,0,4,2009,0,0,155000,256,256,0,0,0,0,120.0,2830.0,7776.0,10606.0,0.3639403292181071,inf,10606.0,1.0,1,2.0,1,75,1.0,4,71,73,2,5,5,0,1.0,192.0,14,23.0,16,560.0,0.0,7.0,4.6,4.0,63.6,5.781818181818182,-1
463,20,0,60.0,8281,0,-1,1,0,0,0,0,9,0,0,0,1,5,5,1965,1965,0,0,1,1,1,0.0,5,5,1,5,5,1,5.5,553.0,3.0,311.0,0.0,864.0,0,7,1,5.0,864,0,0,864,0.0,0.0,1,0,3,1,5,5,10,1,4,1,1965.0,2,1.0,360.0,5,5,3,0,0,236,0,0,0,0,5,-1,0,12,2009,0,0,62383,236,236,0,1,2,1,138.01666666666668,2592.0,8641.0,11233.0,0.2999652817960884,inf,11233.0,1.0,0,1.0,1,46,0.0,46,0,44,44,1,1,0,1.0,180.0,10,19.5,14,864.0,0.0,5.0,3.9,3.5,50.4,4.581818181818182,-1
464,70,0,74.0,11988,0,-1,1,3,0,0,1,2,0,0,0,0,6,7,1934,1995,1,0,4,2,1,0.0,5,5,1,5,5,1,1.0,326.0,2.0,0.0,389.0,715.0,0,3,1,3.0,849,811,0,1660,0.0,0.0,1,1,3,1,5,6,10,1,1,1,1939.0,2,1.0,240.0,5,5,3,0,0,0,0,0,0,0,0,-1,0,8,2008,0,0,188700,0,0,0,5,2,2,162.0,4035.0,12228.0,16263.0,0.3299803729146222,inf,16263.0,1.0,0,2.0,1,77,1.0,16,61,74,13,4,1,0,0.455944055944056,120.0,10,14.0,14,326.0,0.5440559440559439,5.0,2.8,3.5,46.3,4.209090909090909,-1
465,20,0,60.0,8430,0,-1,0,3,0,0,1,0,0,0,0,1,5,5,1978,1978,0,0,3,3,0,136.0,5,5,1,7,5,1,5.5,616.0,2.0,0.0,424.0,1040.0,0,5,1,5.0,1040,0,0,1040,0.0,0.0,2,0,3,1,5,5,10,0,-1,3,1980.0,0,0.0,0.0,0,0,3,0,0,0,0,0,0,0,0,-1,0,8,2009,0,0,124000,0,0,0,6,0,2,140.5,3120.0,8430.0,11550.0,0.3701067615658363,inf,11550.0,1.0,0,1.0,1,33,0.0,33,0,31,31,3,4,0,0.5923076923076923,0.0,10,20.5,0,616.0,0.4076923076923077,5.0,4.1,0.0,44.1,4.009090909090909,-1
466,120,1,69.0,3072,0,-1,0,0,0,0,0,21,0,0,3,1,7,5,2004,2004,1,0,0,0,0,18.0,7,5,0,7,5,1,2.0,0.0,2.0,0.0,1375.0,1375.0,0,10,1,5.0,1414,0,0,1414,0.0,0.0,2,0,2,1,7,6,10,1,0,0,2004.0,5,2.0,398.0,5,5,3,144,20,0,0,0,0,0,0,-1,0,5,2006,0,0,178740,164,164,0,0,0,0,129.625,4203.0,3470.0,7673.0,1.2112391930835735,inf,7673.0,1.0,0,1.0,1,7,0.0,7,0,2,2,0,0,0,0.0,132.66666666666666,12,17.0,20,0.0,1.0,6.0,3.4,5.0,59.4,5.4,-1
467,20,0,85.0,10628,0,-1,0,0,0,0,0,11,0,0,0,1,7,5,1970,1970,2,5,6,4,1,0.0,5,7,1,5,7,4,10.0,778.0,2.0,0.0,499.0,1277.0,0,5,1,5.0,1277,0,0,1277,1.0,0.0,1,0,2,1,5,5,10,1,4,0,1970.0,2,2.0,526.0,5,5,3,0,0,0,0,176,0,0,5,-1,0,4,2007,0,0,167000,176,176,0,0,0,0,125.03529411764706,3831.0,11154.0,14985.0,0.3434642280796127,inf,14985.0,1.0,0,1.0,1,41,0.0,41,0,37,37,6,1,0,0.6092404072043853,175.33333333333337,12,28.0,14,778.0,0.3907595927956147,6.0,5.6,3.5,53.1,4.827272727272726,-1
468,70,0,79.0,9480,0,-1,0,0,0,0,0,11,3,0,0,0,5,7,1942,1995,0,0,1,1,2,224.0,5,5,1,5,5,1,1.0,386.0,2.0,0.0,342.0,728.0,0,10,1,5.0,888,756,0,1644,0.0,0.0,1,1,3,1,7,7,10,2,1,0,1942.0,2,1.0,312.0,5,5,3,168,0,0,0,0,0,0,0,-1,0,6,2007,0,0,146500,168,168,0,0,0,0,120.0,4016.0,9792.0,13808.0,0.4101307189542484,inf,13808.0,1.0,2,2.0,1,69,1.0,16,53,65,12,1,3,0,0.5302197802197802,156.0,10,14.0,14,386.0,0.4697802197802198,5.0,2.8,3.5,57.3,5.209090909090909,-1
469,20,0,98.0,11428,0,-1,1,0,0,0,0,10,0,0,0,1,8,5,2006,2006,0,0,0,0,2,248.0,7,5,0,7,5,1,2.0,0.0,2.0,0.0,1626.0,1626.0,0,10,1,5.0,1634,0,0,1634,0.0,0.0,2,0,3,1,7,7,10,1,1,0,2006.0,3,3.0,866.0,5,5,3,0,44,0,0,0,0,0,0,-1,0,5,2007,0,0,250000,44,44,0,1,2,1,116.6122448979592,4894.0,12294.0,17188.0,0.39808036440540095,inf,17188.0,1.0,0,1.0,1,5,0.0,5,0,1,1,0,3,0,0.0,216.5,12,17.0,16,0.0,1.0,6.0,3.4,4.0,59.4,5.4,-1
470,60,0,76.0,9291,0,-1,1,0,0,2,0,12,8,0,0,0,6,5,1993,1993,0,0,3,3,0,120.0,7,5,0,7,5,1,10.0,426.0,2.0,0.0,406.0,832.0,0,10,1,5.0,832,878,0,1710,0.0,0.0,2,1,3,1,7,7,10,0,-1,0,1993.0,3,2.0,506.0,5,5,3,144,70,0,0,0,0,0,0,-1,0,6,2008,0,0,187000,214,214,0,1,3,1,122.25,4252.0,9797.0,14049.0,0.4340104113504134,inf,14049.0,1.0,2,2.0,1,18,0.0,18,0,15,15,3,0,0,0.5120192307692307,168.66666666666666,12,25.0,16,426.0,0.4879807692307692,6.0,5.0,4.0,58.0,5.2727272727272725,-1
471,120,0,69.0,6820,0,-1,1,0,0,2,0,18,0,0,3,1,8,5,1985,1985,0,0,3,3,1,0.0,7,5,0,7,5,3,10.0,368.0,3.0,1120.0,0.0,1488.0,0,5,1,5.0,1502,0,0,1502,1.0,0.0,1,1,1,1,7,4,10,0,-1,0,1985.0,3,2.0,528.0,5,5,3,0,54,0,0,140,0,0,0,-1,0,6,2010,0,0,212000,194,194,0,1,3,1,129.625,4492.0,7348.0,11840.0,0.6113228089275994,inf,11840.0,1.0,0,1.0,1,26,0.0,26,0,25,25,3,5,0,1.0,176.0,12,28.0,16,1488.0,0.0,6.0,5.6,4.0,55.6,5.054545454545455,-1
472,60,0,92.0,11952,0,-1,0,0,0,0,0,6,7,0,0,0,7,6,1977,1977,2,3,4,4,1,0.0,5,5,1,7,5,1,2.0,0.0,2.0,0.0,808.0,808.0,0,5,1,5.0,1161,808,0,1969,0.0,0.0,2,1,3,1,5,8,10,1,1,0,1977.0,3,2.0,534.0,5,5,3,0,0,0,0,276,0,0,0,-1,0,11,2007,0,0,190000,276,276,0,0,0,0,129.91304347826087,4746.0,12486.0,17232.0,0.3801057184046132,inf,17232.0,1.0,2,2.0,1,34,0.0,34,0,30,30,2,1,0,0.0,178.0,10,17.0,16,0.0,1.0,5.0,3.4,4.0,51.4,4.672727272727274,-1
473,180,1,35.0,3675,0,-1,0,0,0,0,0,15,0,0,3,5,6,5,2005,2005,0,0,0,0,0,80.0,5,5,0,7,5,4,10.0,459.0,2.0,0.0,88.0,547.0,0,10,1,5.0,1072,0,0,1072,1.0,0.0,1,0,2,1,5,5,10,0,-1,3,2005.0,3,2.0,525.0,5,5,3,0,28,0,0,0,0,0,0,-1,0,6,2008,0,0,148000,28,28,0,0,0,0,105.0,2691.0,4200.0,6891.0,0.6407142857142857,inf,6891.0,1.0,0,1.3,1,6,0.0,6,0,3,3,0,0,0,0.8391224862888482,175.0,10,28.0,16,459.0,0.16087751371115175,5.0,5.6,4.0,55.6,5.054545454545455,-1
474,20,0,110.0,14977,0,-1,1,0,0,0,0,10,0,0,0,1,8,5,2006,2007,0,0,0,0,0,304.0,7,5,0,10,5,4,10.0,1350.0,2.0,0.0,626.0,1976.0,0,10,1,5.0,1976,0,0,1976,1.0,0.0,2,0,2,1,7,7,10,1,3,0,2006.0,3,3.0,908.0,5,5,3,250,63,0,0,0,0,0,0,-1,0,7,2007,1,2,440000,313,313,0,1,2,1,136.15454545454546,5928.0,15885.0,21813.0,0.3731822474032106,inf,21813.0,1.0,0,1.0,1,5,1.0,4,1,1,0,0,0,2,0.6831983805668016,227.0,12,31.0,16,1350.0,0.3168016194331984,6.0,6.2,4.0,62.2,5.654545454545455,-1
475,120,0,41.0,5330,0,-1,0,0,0,0,0,18,0,0,3,1,8,5,2000,2000,0,0,5,6,1,0.0,7,5,0,7,5,3,10.0,1196.0,2.0,0.0,298.0,1494.0,0,10,1,5.0,1652,0,0,1652,1.0,0.0,2,0,2,1,10,6,10,0,-1,0,2000.0,3,2.0,499.0,5,5,3,96,48,0,0,0,0,0,0,-1,0,8,2007,0,0,251000,144,144,0,0,0,0,130.0,4798.0,5829.0,10627.0,0.8231257505575571,inf,10627.0,1.0,0,1.0,1,11,0.0,11,0,7,7,2,5,0,0.8005354752342704,166.33333333333334,12,27.0,16,1196.0,0.1994645247657296,6.0,5.4,4.0,63.4,5.763636363636364,-1
476,20,0,80.0,8480,0,-1,0,0,0,2,0,9,0,0,0,1,5,6,1963,1963,1,0,3,3,1,0.0,5,5,1,5,5,1,10.0,630.0,2.0,0.0,340.0,970.0,0,5,1,5.0,970,0,0,970,1.0,0.0,1,0,2,1,5,5,10,0,-1,1,1996.0,2,2.0,624.0,5,5,3,0,24,0,0,192,0,0,0,-1,0,7,2007,0,0,132500,216,216,0,0,4,0,106.0,2910.0,9104.0,12014.0,0.3196397188049209,inf,12014.0,1.0,0,1.0,1,48,0.0,48,0,44,44,3,1,0,0.6494845360824743,208.0,10,23.0,14,630.0,0.3505154639175257,5.0,4.6,3.5,49.1,4.463636363636363,-1
477,20,0,75.0,13125,0,-1,0,0,0,0,1,0,0,0,0,1,6,5,1997,1998,0,0,0,0,0,215.0,5,5,0,7,5,4,10.0,994.0,2.0,0.0,484.0,1478.0,0,10,1,5.0,1493,0,0,1493,1.0,0.0,2,0,3,1,7,7,10,1,0,0,1997.0,5,2.0,508.0,5,5,3,140,39,0,0,0,0,0,0,-1,0,4,2008,0,0,208900,179,179,0,0,0,2,175.0,4464.0,13633.0,18097.0,0.32744076872295164,inf,18097.0,1.0,0,1.0,1,14,1.0,13,1,11,10,0,0,0,0.6725304465493911,169.33333333333334,10,28.0,20,994.0,0.3274695534506089,5.0,5.6,5.0,59.6,5.418181818181819,-1
478,60,0,105.0,13693,0,-1,0,0,0,0,0,10,0,0,0,0,9,5,2006,2006,1,0,0,0,0,772.0,10,5,0,7,5,3,2.0,0.0,2.0,0.0,2153.0,2153.0,0,10,1,5.0,2069,574,0,2643,0.0,0.0,2,1,3,1,10,9,10,1,1,2,2006.0,5,3.0,694.0,5,5,3,414,84,0,0,0,0,0,0,-1,0,3,2007,0,0,380000,498,498,0,0,0,0,130.40952380952382,7439.0,14387.0,21826.0,0.517064016125669,inf,21826.0,1.0,0,2.0,1,5,0.0,5,0,1,1,0,0,0,0.0,173.5,15,19.0,20,0.0,1.0,7.5,3.8,5.0,66.3,6.027272727272727,-1
479,20,0,79.0,10637,0,-1,0,0,0,0,0,0,0,0,0,1,8,5,2007,2008,1,0,0,0,2,336.0,7,5,0,10,5,4,10.0,1288.0,2.0,0.0,417.0,1705.0,0,10,1,5.0,1718,0,0,1718,1.0,0.0,2,0,3,1,7,7,10,1,1,0,2007.0,3,3.0,826.0,5,5,3,208,44,0,0,0,0,0,0,-1,0,9,2009,0,0,297000,252,252,0,0,0,0,134.64556962025316,5141.0,11463.0,16604.0,0.4484864346157201,inf,16604.0,1.0,0,1.0,1,4,1.0,3,1,2,1,0,3,0,0.7554252199413489,206.5,12,31.0,16,1288.0,0.24457478005865105,6.0,6.2,4.0,62.2,5.654545454545455,-1
480,30,1,50.0,5925,0,-1,0,1,0,0,0,7,0,0,0,1,4,7,1937,2000,1,0,4,2,2,435.0,5,5,2,3,5,1,5.5,168.0,2.0,0.0,739.0,907.0,0,5,1,5.0,1131,0,0,1131,0.0,0.0,1,0,2,1,5,7,10,0,-1,1,1995.0,2,2.0,672.0,5,5,3,0,72,0,0,0,0,0,3,-1,0,3,2007,0,1,89471,72,72,0,2,0,0,118.5,3169.0,6597.0,9766.0,0.4803698650901925,inf,9766.0,1.0,0,1.0,1,74,1.0,11,63,70,7,4,3,1,0.185226019845645,224.0,10,16.5,14,168.0,0.814773980154355,5.0,3.3,3.5,47.8,4.345454545454545,-1
481,20,0,98.0,16033,0,-1,1,0,0,1,0,10,0,0,0,1,9,5,2004,2005,1,0,0,0,0,378.0,7,5,0,10,5,4,10.0,1261.0,2.0,0.0,572.0,1833.0,0,10,1,5.0,1850,0,0,1850,1.0,0.0,2,0,3,1,7,8,10,1,1,0,2004.0,5,3.0,772.0,5,5,3,519,112,0,0,0,0,0,0,-1,0,3,2006,0,0,326000,631,631,0,1,1,1,163.60204081632654,5533.0,16805.0,22338.0,0.3292472478429039,inf,22338.0,1.0,0,1.0,1,7,1.0,6,1,2,1,0,0,0,0.6879432624113475,193.0,12,31.0,20,1261.0,0.3120567375886525,6.0,6.2,5.0,64.2,5.836363636363638,-1
482,20,0,72.0,11846,0,-1,1,3,0,0,0,10,0,0,0,1,9,5,2003,2004,1,0,0,0,0,562.0,7,5,0,10,5,4,10.0,1567.0,2.0,0.0,225.0,1792.0,0,10,1,5.0,1792,0,0,1792,1.0,0.0,2,0,2,1,10,6,10,1,1,0,2003.0,5,3.0,874.0,5,5,3,206,49,0,0,0,0,0,0,-1,0,8,2006,0,0,374000,255,255,0,5,2,1,164.52777777777774,5376.0,12720.0,18096.0,0.4226415094339623,inf,18096.0,1.0,0,1.0,1,8,1.0,7,1,3,2,0,0,0,0.8744419642857143,218.5,12,31.0,20,1567.0,0.12555803571428573,6.0,6.2,5.0,67.2,6.1090909090909085,-1
