Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,total_Max_Porch_Area,total_Porch,Street_Alley,LotShape_LandContour,LotShape_LotConfig,LotShape_LandSlope,LotAreaPerFront,total_indoor_sqft,total_outdoor_sqft,total_in_out_sqft,in_per_out,area_per_finishes,no_finishes,no_finishes_perc,Condition1_Condition2,house_story,house_finish,YearBuilt_Age,Remodeled,YearRemodAdd_Age,YrBlt_YrRmd_Diff,YrSd_YrBlt,YrSd_YrRmd,Exterior1st_Exterior2nd,Foundation_MasVnrType,SaleCondition_SaleType,Bsmt_Unf_Per,Garage_per_Car_Cap,total_Ext_Ql_Cd,total_Bmt_Ql_Cd,total_Garage_Ql_Cd,total_Bmt_Fn_Area,Bsmt_Fsh_Per,avg_Ext_Qual,avg_Bmt_Qual,avg_Gar_Qual,total_All_Qualities,avg_All_Qualities
634,20,RL,80.0,9250,Pave,nan,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1954,2005,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,5,5,CBlock,5,5,1,3.0,480.0,1.0,468.0,108.0,1056.0,GasA,5,1,5.0,1056,0,0,1056,0.0,1.0,1,0,3,1,5,6,10,0,nan,Attchd,1954.0,2,1.0,260.0,5,5,3,390,0,0,0,0,0,0,0,nan,0,7,2007,WD,Normal,139400,390,390,Pave_nan,Reg_Lvl,Reg_Corner,Reg_Gtl,115.625,3168.0,9510.0,12678.0,0.3331230283911672,inf,12678.0,1.0,Norm_Norm,1.0,1,57,1.0,6,51,53,2,Wd Sdng_Wd Sdng,CBlock_None,Normal_WD,0.8977272727272727,130.0,10,15.0,14,948.0,0.10227272727272728,5.0,3.0,3.5,48.5,4.409090909090909
635,90,RL,64.0,6979,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,Duplex,SFoyer,6,5,1980,1980,Gable,CompShg,Plywood,Plywood,None,0.0,5,5,CBlock,5,5,1,10.0,1056.0,2.0,0.0,0.0,1056.0,GasA,7,1,5.0,1056,0,0,1056,2.0,0.0,0,0,0,2,5,4,10,0,nan,Detchd,1980.0,2,2.0,576.0,5,5,3,264,56,0,0,0,0,0,5,Shed,600,6,2010,WD,Normal,144000,320,320,Pave_nan,Reg_Lvl,Reg_Inside,Reg_Gtl,109.046875,3168.0,7555.0,10723.0,0.41932495036399736,inf,10723.0,1.0,Norm_Norm,1.2,1,31,0.0,31,0,30,30,Plywood_Plywood,CBlock_None,Normal_WD,1.0,192.0,10,23.0,14,1056.0,0.0,5.0,4.6,3.5,51.1,4.6454545454545455
636,190,RH,60.0,10896,Pave,Pave,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Feedr,Norm,2fmCon,2.5Fin,6,7,1914,1995,Hip,CompShg,VinylSd,VinylSd,None,0.0,3,5,CBlock,5,3,1,1.0,256.0,2.0,0.0,1184.0,1440.0,GasA,10,1,3.0,1440,1440,515,3395,0.0,0.0,2,0,8,2,3,14,10,0,nan,RARE,,0,0.0,0.0,0,0,2,0,110,0,0,0,0,0,0,nan,0,3,2007,WD,RARE,200000,110,110,Pave_Pave,Reg_Bnk,Reg_Inside,Reg_Gtl,181.6,7715.0,10896.0,18611.0,0.7080580029368576,36.1378640776699,18096.0,0.9723281930041373,Feedr_Norm,2.5,1,97,1.0,16,81,93,12,VinylSd_VinylSd,CBlock_None,RARE_WD,0.17777777777777778,0.0,8,12.0,0,256.0,0.8222222222222222,4.0,2.4,0.0,45.4,4.127272727272727
637,30,RM,51.0,6120,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,2,3,1936,1950,Gable,CompShg,RARE,RARE,None,0.0,3,3,RARE,5,3,1,2.0,0.0,2.0,0.0,264.0,264.0,Grav,3,0,3.0,800,0,0,800,0.0,0.0,1,0,1,1,3,4,3,1,Po,RARE,,0,0.0,0.0,0,0,2,0,0,0,0,0,0,0,0,nan,0,1,2009,RARE,Normal,60000,0,0,Pave_nan,Reg_Lvl,Reg_Inside,Reg_Gtl,120.0,1864.0,6120.0,7984.0,0.3045751633986928,inf,7984.0,1.0,Norm_Norm,1.0,1,75,1.0,61,14,73,59,RARE_RARE,RARE_None,RARE,0.0,0.0,6,13.0,0,0.0,1.0,3.0,2.6,0.0,23.6,2.1454545454545455
638,190,RM,50.0,6000,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,1.5Fin,5,4,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,5,5,CBlock,5,5,1,2.0,0.0,2.0,0.0,811.0,811.0,GasA,5,1,3.0,811,576,0,1387,0.0,0.0,2,0,3,2,7,7,10,0,nan,BuiltIn,1954.0,2,1.0,256.0,5,5,3,0,0,0,0,0,0,0,0,nan,0,11,2009,WD,Normal,93000,0,0,Pave_nan,Reg_Lvl,Reg_Inside,Reg_Gtl,120.0,3585.0,6256.0,9841.0,0.5730498721227621,inf,9841.0,1.0,Norm_Norm,1.5,1,57,0.0,57,0,55,55,Wd Sdng_Wd Sdng,CBlock_None,Normal_WD,0.0,128.0,10,15.0,14,0.0,1.0,5.0,3.0,3.5,45.5,4.136363636363637
639,30,RL,67.0,8777,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Feedr,Norm,1Fam,1Story,5,7,1910,1950,Gable,CompShg,MetalSd,Wd Sdng,None,0.0,5,5,CBlock,3,5,1,2.0,0.0,2.0,0.0,796.0,796.0,GasA,7,1,3.0,796,0,0,796,0.0,0.0,1,0,2,1,5,4,10,0,nan,RARE,,0,0.0,0.0,0,0,1,328,0,164,0,0,0,0,3,nan,0,5,2008,WD,Normal,85000,492,492,Pave_nan,Reg_Lvl,Reg_Inside,Reg_Gtl,131.0,2388.0,8777.0,11165.0,0.2720747407998177,inf,11165.0,1.0,Feedr_Norm,1.0,1,101,1.0,61,40,98,58,RARE,CBlock_None,Normal_WD,0.0,0.0,10,13.0,0,0.0,1.0,5.0,2.6,0.0,44.6,4.054545454545455
640,120,RL,53.0,3982,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,None,0.0,7,5,PConc,7,7,3,10.0,1154.0,2.0,0.0,366.0,1520.0,GasA,10,1,5.0,1567,0,0,1567,1.0,0.0,2,0,1,1,10,7,10,1,Gd,Attchd,2006.0,5,3.0,648.0,5,5,3,312,0,0,0,0,0,0,0,nan,0,10,2006,New,Partial,264561,312,312,Pave_nan,Reg_Lvl,Reg_Inside,Reg_Gtl,75.13207547169812,4654.0,4630.0,9284.0,1.005183585313175,inf,9284.0,1.0,Norm_Norm,1.0,1,5,0.0,5,0,0,0,VinylSd_VinylSd,PConc_None,Partial_New,0.7592105263157894,162.0,12,29.0,20,1154.0,0.24078947368421053,6.0,5.8,5.0,65.8,5.9818181818181815
641,120,RL,62.0,12677,Pave,nan,IReg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2003,2004,Hip,CompShg,MetalSd,MetalSd,BrkFace,472.0,10,5,PConc,10,5,4,10.0,1218.0,2.0,0.0,300.0,1518.0,GasA,10,1,5.0,1518,0,0,1518,0.0,0.0,1,1,1,1,10,6,10,1,Gd,Attchd,2003.0,3,2.0,588.0,5,5,3,185,140,0,0,0,0,0,0,nan,0,4,2008,WD,Normal,274000,325,325,Pave_nan,IReg_Lvl,IReg_Inside,IReg_Gtl,204.46774193548387,4554.0,13265.0,17819.0,0.34330946098756127,inf,17819.0,1.0,Norm_Norm,1.0,1,8,1.0,7,1,5,4,MetalSd_MetalSd,PConc_BrkFace,Normal_WD,0.8023715415019763,196.0,15,31.0,16,1218.0,0.1976284584980237,7.5,6.2,4.0,66.7,6.0636363636363635
642,60,FV,,7050,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,None,0.0,7,5,PConc,7,5,1,10.0,738.0,2.0,0.0,319.0,1057.0,GasA,10,1,5.0,1057,872,0,1929,1.0,0.0,2,1,3,1,7,7,10,1,TA,Attchd,2001.0,5,2.0,650.0,5,5,3,0,235,0,0,0,0,0,0,nan,0,5,2007,WD,Normal,226000,235,235,Pave_nan,Reg_Lvl,Reg_Inside,Reg_Gtl,,4915.0,7700.0,12615.0,0.6383116883116883,inf,12615.0,1.0,Norm_Norm,2.0,1,10,0.0,10,0,6,6,VinylSd_VinylSd,PConc_None,Normal_WD,0.6982024597918638,216.66666666666666,12,25.0,20,738.0,0.30179754020813626,6.0,5.0,5.0,61.0,5.545454545454546
643,80,RL,75.0,13860,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,8,7,1972,1995,Gable,CompShg,Plywood,Wd Sdng,None,0.0,7,5,CBlock,7,5,4,10.0,1410.0,2.0,0.0,542.0,1952.0,GasA,7,1,5.0,2000,704,0,2704,1.0,0.0,2,1,4,1,10,9,10,3,TA,Attchd,1972.0,5,2.0,538.0,5,5,3,269,111,0,0,0,0,0,3,nan,0,7,2009,WD,Normal,345000,380,380,Pave_nan,Reg_Lvl,Reg_Inside,Reg_Gtl,184.8,7360.0,14398.0,21758.0,0.5111821086261981,inf,21758.0,1.0,Norm_Norm,1.3,1,39,1.0,16,23,37,14,RARE,CBlock_None,Normal_WD,0.7223360655737705,179.33333333333334,12,28.0,20,1410.0,0.2776639344262295,6.0,5.6,5.0,66.6,6.054545454545454
644,60,RL,80.0,10793,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,2Story,5,5,1969,1969,Rare_roof,CompShg,RARE,HdBoard,BrkFace,263.0,5,5,CBlock,5,5,1,5.5,493.0,3.0,287.0,0.0,780.0,GasA,10,1,5.0,780,840,0,1620,0.0,0.0,2,1,4,1,5,7,8,0,nan,Attchd,1969.0,5,2.0,462.0,5,5,3,208,0,0,0,0,0,0,5,nan,0,4,2007,WD,Normal,152000,208,208,Pave_nan,Reg_Lvl,Reg_Inside,Reg_Gtl,134.9125,4020.0,11255.0,15275.0,0.3571745890715238,inf,15275.0,1.0,RARE,2.0,1,42,0.0,42,0,38,38,RARE,CBlock_BrkFace,Normal_WD,1.0,154.0,10,19.5,20,780.0,0.0,5.0,3.9,5.0,51.9,4.718181818181818
645,20,FV,85.0,9187,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,9,5,2009,2009,Gable,CompShg,CemntBd,CmentBd,RARE,162.0,10,5,PConc,10,5,2,10.0,1121.0,2.0,0.0,645.0,1766.0,GasA,10,1,5.0,1766,0,0,1766,1.0,0.0,2,1,2,1,10,7,10,1,Gd,Attchd,2009.0,5,3.0,478.0,5,5,3,195,130,0,0,0,0,0,0,nan,0,10,2009,New,Partial,370878,325,325,Pave_nan,Reg_Lvl,Reg_Inside,Reg_Gtl,108.08235294117647,5298.0,9665.0,14963.0,0.5481634764614589,inf,14963.0,1.0,Norm_Norm,1.0,1,2,0.0,2,0,0,0,RARE,RARE,Partial_New,0.6347678369195923,119.5,15,29.0,20,1121.0,0.3652321630804077,7.5,5.8,5.0,68.3,6.209090909090909
646,20,RL,,10530,Pave,nan,IReg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1971,1971,Hip,CompShg,Plywood,Plywood,None,0.0,5,5,CBlock,5,5,1,5.0,282.0,1.0,35.0,664.0,981.0,GasA,5,1,5.0,981,0,0,981,1.0,0.0,1,1,3,1,5,5,10,0,nan,Detchd,1979.0,2,2.0,576.0,5,5,3,0,312,40,0,0,0,0,0,nan,0,3,2007,WD,Normal,143250,352,352,Pave_nan,IReg_Lvl,IReg_Corner,IReg_Gtl,,2943.0,11106.0,14049.0,0.26499189627228525,inf,14049.0,1.0,Norm_Norm,1.0,1,40,0.0,40,0,36,36,Plywood_Plywood,CBlock_None,Normal_WD,0.32313965341488277,192.0,10,17.0,14,317.0,0.6768603465851172,5.0,3.4,3.5,47.9,4.3545454545454545
647,20,RL,60.0,7200,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1950,1950,Hip,CompShg,MetalSd,MetalSd,None,0.0,5,5,CBlock,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,GasA,7,1,5.0,1048,0,0,1048,0.0,0.0,1,0,3,1,5,7,8,0,nan,Detchd,1950.0,2,2.0,420.0,5,5,3,0,27,0,0,0,0,0,0,nan,0,7,2008,WD,Normal,98300,27,27,Pave_nan,Reg_Lvl,Reg_Inside,Reg_Gtl,120.0,2096.0,7620.0,9716.0,0.27506561679790026,inf,9716.0,1.0,Norm_Norm,1.0,1,61,0.0,61,0,58,58,MetalSd_MetalSd,CBlock_None,Normal_WD,,140.0,10,0.0,14,0.0,,5.0,0.0,3.5,43.5,3.9545454545454546
648,20,RL,85.0,10452,Pave,nan,IReg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,5,1953,1953,Hip,CompShg,Wd Sdng,Wd Sdng,RARE,216.0,5,5,CBlock,5,5,2,5.5,500.0,2.0,0.0,594.0,1094.0,GasA,10,1,5.0,1094,0,0,1094,0.0,0.0,1,0,3,1,5,5,10,2,Gd,Attchd,1953.0,3,2.0,495.0,5,5,3,0,0,0,0,287,0,0,0,nan,0,6,2008,WD,Normal,155000,287,287,Pave_nan,IReg_Lvl,IReg_Inside,IReg_Gtl,122.96470588235294,3282.0,10947.0,14229.0,0.2998081666209921,inf,14229.0,1.0,Norm_Norm,1.0,1,58,0.0,58,0,55,55,Wd Sdng_Wd Sdng,RARE,Normal_WD,0.4570383912248629,165.0,10,19.5,16,500.0,0.5429616087751371,5.0,3.9,4.0,55.9,5.081818181818182
649,60,RL,70.0,7700,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,2Story,6,5,1966,1966,Gable,CompShg,MetalSd,MetalSd,BrkFace,351.0,5,5,CBlock,5,5,1,2.0,0.0,2.0,0.0,756.0,756.0,GasA,5,1,5.0,1051,788,0,1839,0.0,0.0,1,1,4,1,5,7,10,1,TA,Attchd,1966.0,2,2.0,442.0,5,5,3,0,124,216,0,0,0,0,0,nan,0,6,2010,WD,Normal,155000,340,340,Pave_nan,Reg_Lvl,Reg_Inside,Reg_Gtl,110.0,4434.0,8142.0,12576.0,0.5445836403831983,inf,12576.0,1.0,RARE,2.0,1,45,0.0,45,0,44,44,MetalSd_MetalSd,CBlock_BrkFace,Normal_WD,0.0,147.33333333333334,10,15.0,14,0.0,1.0,5.0,3.0,3.5,48.5,4.409090909090909
650,180,RM,21.0,1936,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SFoyer,4,6,1970,1970,Gable,CompShg,CemntBd,CmentBd,None,0.0,5,5,CBlock,7,5,3,3.0,131.0,10.0,499.0,0.0,630.0,GasA,7,1,5.0,630,0,0,630,1.0,0.0,1,0,1,1,5,3,10,0,nan,RARE,,0,0.0,0.0,0,0,3,0,0,0,0,0,0,0,3,nan,0,12,2007,WD,Normal,84500,0,0,Pave_nan,Reg_Lvl,Reg_Inside,Reg_Gtl,92.19047619047619,1890.0,1936.0,3826.0,0.9762396694214877,inf,3826.0,1.0,Norm_Norm,1.2,1,41,0.0,41,0,37,37,RARE,CBlock_None,Normal_WD,1.0,0.0,10,28.0,0,630.0,0.0,5.0,5.6,0.0,47.6,4.327272727272727
651,60,FV,65.0,8125,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,6,2007,2007,Gable,CompShg,CemntBd,CmentBd,RARE,,7,5,PConc,7,5,1,2.0,0.0,2.0,0.0,813.0,813.0,GasA,10,1,5.0,822,843,0,1665,0.0,0.0,2,1,3,1,7,7,10,0,nan,Attchd,2007.0,3,2.0,562.0,5,5,3,0,0,0,0,0,0,0,0,nan,0,5,2008,WD,Normal,205950,0,0,Pave_nan,Reg_Lvl,Reg_Inside,Reg_Gtl,125.0,4143.0,8687.0,12830.0,0.4769195349372626,inf,12830.0,1.0,Norm_Norm,2.0,1,4,0.0,4,0,1,1,RARE,RARE,Normal_WD,0.0,187.33333333333334,12,17.0,16,0.0,1.0,6.0,3.4,4.0,58.4,5.309090909090909
652,70,RL,60.0,9084,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,1Fam,2Story,4,5,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,5,5,CBlock,5,5,2,2.0,0.0,2.0,0.0,755.0,755.0,GasA,5,1,5.0,755,755,0,1510,1.0,0.0,1,0,4,1,5,7,10,1,Gd,Detchd,1940.0,2,1.0,296.0,3,1,1,120,0,0,0,0,0,0,3,nan,0,10,2009,WD,Normal,108000,120,120,Pave_nan,Reg_Lvl,Reg_Inside,Reg_Gtl,151.4,3775.0,9380.0,13155.0,0.40245202558635396,inf,13155.0,1.0,RARE,2.0,1,71,1.0,61,10,69,59,MetalSd_MetalSd,CBlock_None,Normal_WD,0.0,148.0,10,16.0,8,0.0,1.0,5.0,3.2,2.0,45.2,4.109090909090909
653,60,RL,70.0,8750,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1996,1996,Gable,CompShg,VinylSd,VinylSd,None,0.0,7,5,PConc,7,5,1,2.0,0.0,2.0,0.0,880.0,880.0,GasA,10,1,5.0,909,807,0,1716,0.0,0.0,2,1,2,1,7,7,10,1,TA,Attchd,1996.0,3,2.0,512.0,5,5,3,0,120,0,0,0,0,0,0,nan,0,7,2009,WD,Normal,191000,120,120,Pave_nan,Reg_Lvl,Reg_Inside,Reg_Gtl,125.0,4312.0,9262.0,13574.0,0.4655581947743468,inf,13574.0,1.0,Norm_Norm,2.0,1,15,0.0,15,0,13,13,VinylSd_VinylSd,PConc_None,Normal_WD,0.0,170.66666666666666,12,17.0,16,0.0,1.0,6.0,3.4,4.0,58.4,5.309090909090909
654,50,RM,60.0,10320,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,7,1906,1995,Gable,CompShg,MetalSd,MetalSd,None,0.0,5,5,CBlock,5,5,1,2.0,0.0,2.0,0.0,756.0,756.0,GasA,10,1,5.0,756,713,0,1469,0.0,0.0,1,0,3,1,5,7,10,0,nan,Detchd,1906.0,2,1.0,216.0,5,5,3,57,0,239,0,0,0,0,3,nan,0,6,2008,WD,Normal,135000,296,296,Pave_Grvl,Reg_Lvl,Reg_Inside,Reg_Gtl,172.0,3694.0,10536.0,14230.0,0.35060744115413817,inf,14230.0,1.0,Norm_Norm,1.5,1,105,1.0,16,89,102,13,MetalSd_MetalSd,CBlock_None,Normal_WD,0.0,108.0,10,15.0,14,0.0,1.0,5.0,3.0,3.5,54.5,4.954545454545454
655,20,RL,91.0,10437,Pave,nan,IReg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1Story,8,6,1995,1995,Hip,CompShg,MetalSd,MetalSd,BrkFace,660.0,7,7,PConc,7,5,4,10.0,1696.0,2.0,0.0,413.0,2109.0,GasA,10,1,5.0,2113,0,0,2113,1.0,0.0,2,1,2,1,7,7,10,1,TA,Attchd,1995.0,5,3.0,839.0,5,5,3,236,46,0,0,0,0,0,0,nan,0,8,2008,WD,Normal,350000,282,282,Pave_nan,IReg_Lvl,IReg_Inside,IReg_Gtl,114.6923076923077,6335.0,11276.0,17611.0,0.5618126995388436,inf,17611.0,1.0,Norm_Norm,1.0,1,16,0.0,16,0,13,13,MetalSd_MetalSd,PConc_BrkFace,Normal_WD,0.8041725936462779,209.75,14,28.0,20,1696.0,0.19582740635372214,7.0,5.6,5.0,64.6,5.872727272727272
656,160,RM,21.0,1680,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1971,1971,Gable,CompShg,HdBoard,RARE,BrkFace,381.0,5,5,CBlock,5,5,1,2.0,0.0,2.0,0.0,525.0,525.0,GasA,5,1,5.0,525,567,0,1092,0.0,0.0,1,1,3,1,5,6,10,0,nan,Detchd,1971.0,2,1.0,264.0,5,5,3,0,0,0,0,0,0,0,0,nan,0,3,2010,WD,RARE,88000,0,0,Pave_nan,Reg_Lvl,Reg_Inside,Reg_Gtl,80.0,2709.0,1944.0,4653.0,1.3935185185185186,inf,4653.0,1.0,Norm_Norm,2.0,1,40,0.0,40,0,39,39,RARE,CBlock_BrkFace,RARE_WD,0.0,132.0,10,15.0,14,0.0,1.0,5.0,3.0,3.5,47.5,4.318181818181818
657,20,RL,72.0,10007,Pave,nan,IReg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1959,2006,Gable,CompShg,HdBoard,HdBoard,BrkFace,54.0,7,5,CBlock,5,5,1,5.0,806.0,2.0,0.0,247.0,1053.0,GasA,10,1,5.0,1053,0,0,1053,1.0,0.0,1,1,3,1,7,5,10,0,nan,Attchd,1959.0,3,1.0,312.0,5,5,3,0,0,0,0,0,0,0,3,nan,0,8,2008,WD,Normal,145500,0,0,Pave_nan,IReg_Lvl,IReg_Inside,IReg_Gtl,138.98611111111111,3159.0,10319.0,13478.0,0.3061343153406338,inf,13478.0,1.0,Norm_Norm,1.0,1,52,1.0,5,47,49,2,HdBoard_HdBoard,CBlock_BrkFace,Normal_WD,0.7654320987654321,156.0,12,18.0,16,806.0,0.2345679012345679,6.0,3.6,4.0,57.6,5.236363636363636
658,70,RL,60.0,7200,Pave,nan,Reg,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,7,6,1931,2000,Gable,CompShg,RARE,RARE,None,0.0,5,3,RARE,7,5,1,2.0,0.0,2.0,0.0,776.0,776.0,GasA,5,1,5.0,851,651,0,1502,0.0,0.0,1,1,3,1,5,6,10,1,Gd,Attchd,1931.0,3,1.0,270.0,5,5,1,0,0,112,0,0,0,0,3,nan,0,2,2008,WD,Normal,149000,112,112,Pave_nan,Reg_HLS,Reg_Inside,RARE,120.0,3780.0,7470.0,11250.0,0.5060240963855421,inf,11250.0,1.0,Norm_Norm,2.0,1,80,1.0,11,69,77,8,RARE_RARE,RARE_None,Normal_WD,0.0,135.0,8,17.0,16,0.0,1.0,4.0,3.4,4.0,50.4,4.581818181818182
659,50,RL,78.0,17503,Pave,nan,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6,5,1948,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,5,5,CBlock,5,5,1,2.0,0.0,2.0,0.0,912.0,912.0,GasA,5,1,5.0,912,546,0,1458,0.0,1.0,1,0,3,1,5,6,10,1,Gd,Attchd,1948.0,2,1.0,330.0,5,5,3,192,0,0,0,0,0,0,0,nan,0,1,2010,WD,RARE,97500,192,192,Pave_nan,Reg_Lvl,Reg_Inside,Reg_Gtl,224.39743589743588,3828.0,17833.0,21661.0,0.21465821791061515,inf,21661.0,1.0,RARE,1.5,1,63,1.0,61,2,62,60,VinylSd_VinylSd,CBlock_None,RARE_WD,0.0,165.0,10,15.0,14,0.0,1.0,5.0,3.0,3.5,48.5,4.409090909090909
660,20,RL,75.0,9937,Pave,nan,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,7,1964,1999,Hip,CompShg,MetalSd,MetalSd,None,0.0,5,7,PConc,5,5,1,3.0,637.0,2.0,0.0,849.0,1486.0,GasA,10,1,5.0,1486,0,0,1486,1.0,0.0,1,0,3,1,5,7,10,0,nan,Detchd,1968.0,5,2.0,480.0,5,5,3,0,0,0,0,0,0,0,3,nan,0,3,2009,WD,Normal,167000,0,0,Pave_nan,Reg_Lvl,Reg_Corner,Reg_Gtl,132.49333333333334,4458.0,10417.0,14875.0,0.4279543054622252,inf,14875.0,1.0,Norm_Norm,1.0,1,47,1.0,12,35,45,10,MetalSd_MetalSd,PConc_None,Normal_WD,0.4286675639300135,160.0,12,16.0,20,637.0,0.5713324360699865,6.0,3.2,5.0,56.2,5.109090909090909
661,60,RL,,12384,Pave,nan,Reg,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,7,1976,1976,Gable,CompShg,Plywood,Plywood,BrkFace,233.0,5,5,CBlock,7,5,1,2.0,0.0,2.0,0.0,793.0,793.0,GasA,5,1,5.0,1142,793,0,1935,0.0,0.0,2,1,3,1,5,7,10,1,TA,Attchd,1976.0,3,2.0,550.0,5,5,3,0,113,252,0,0,0,0,0,nan,0,11,2007,WD,Normal,197900,365,365,Pave_nan,Reg_Lvl,RARE,Reg_Gtl,,4663.0,12934.0,17597.0,0.36052265347147056,inf,17597.0,1.0,Norm_Norm,2.0,1,35,0.0,35,0,31,31,Plywood_Plywood,CBlock_BrkFace,Normal_WD,0.0,183.33333333333334,10,17.0,16,0.0,1.0,5.0,3.4,4.0,52.4,4.763636363636364
662,60,RL,52.0,46589,Pave,nan,IReg,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,7,1994,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,528.0,7,5,PConc,7,7,1,10.0,1361.0,5.5,180.0,88.0,1629.0,GasA,10,1,5.0,1686,762,0,2448,1.0,0.0,2,1,4,1,7,8,10,1,TA,Attchd,1994.0,3,3.0,711.0,5,5,3,517,76,0,0,0,0,0,0,nan,0,7,2009,WD,Normal,402000,593,593,Pave_nan,IReg_Lvl,RARE,IReg_Gtl,895.9423076923077,6525.0,47300.0,53825.0,0.1379492600422833,inf,53825.0,1.0,Norm_Norm,2.0,1,17,1.0,6,11,15,4,VinylSd_VinylSd,PConc_BrkFace,Normal_WD,0.9459791282995703,177.75,12,30.5,16,1541.0,0.05402087170042971,6.0,6.1,4.0,64.1,5.827272727272727
