Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,total_Max_Porch_Area,total_Porch,Street_Alley,LotShape_LandContour,LotShape_LotConfig,LotShape_LandSlope,LotAreaPerFront,total_indoor_sqft,total_outdoor_sqft,total_in_out_sqft,in_per_out,area_per_finishes,no_finishes,no_finishes_perc,Condition1_Condition2,house_story,house_finish,YearBuilt_Age,Remodeled,YearRemodAdd_Age,YrBlt_YrRmd_Diff,YrSd_YrBlt,YrSd_YrRmd,Exterior1st_Exterior2nd,Foundation_MasVnrType,SaleCondition_SaleType,Bsmt_Unf_Per,Garage_per_Car_Cap,total_Ext_Ql_Cd,total_Bmt_Ql_Cd,total_Garage_Ql_Cd,total_Bmt_Fn_Area,Bsmt_Fsh_Per,avg_Ext_Qual,avg_Bmt_Qual,avg_Gar_Qual,total_All_Qualities,avg_All_Qualities,LivLotRatio,Spaciousness,PorchTypes,indoor_Cluster,outdoor_Cluster,in_out_Cluster,Ext_Q_Cd_Cluster,Bmt_Ql_Cd_Cluster,Bmt_F_A_Cluster,Gar_Q_Cd_Cluster,All_Q_Cluster,Cen_indoor_0,Cen_indoor_1,Cen_indoor_2,Cen_indoor_3,Cen_outdoor_0,Cen_outdoor_1,Cen_outdoor_2,Cen_outdoor_3,Cen_in_out_0,Cen_in_out_1,Cen_in_out_2,Cen_in_out_3,Cen_All_Q_0,Cen_All_Q_1,Cen_All_Q_2,Cen_All_Q_3,SalePrice
562,20,0,77.0,10010,0,-1,0,0,0,0,1,4,0,0,0,1,5,5,1974,1975,0,0,3,3,1,0.0,5,5,1,7,5,3,5.0,1071.0,1.0,123.0,195.0,1389.0,0,7,1,5.0,1389,0,0,1389,1.0,0.0,1,0,2,1,5,6,10,1,0,0,1975.0,3,2.0,418.0,5,5,3,240,38,0,0,0,0,0,0,-1,0,4,2006,0,0,278,278,0,0,0,2,130.0,4167.0,10428.0,14595.0,0.3995972382048331,inf,14595.0,1.0,0,1.0,1,37,1.0,36,1,32,31,3,1,0,0.8596112311015118,139.33333333333334,10,21.0,16,1194.0,0.14038876889848811,5.0,4.2,4.0,51.2,4.654545454545455,0.13876123876123875,231.5,2,3,2,2,1,2,2,3,3,1.5626068068956942,3.3161944236260665,2.595062143512704,1.019230876094123,0.9261773426838923,1.821658355052733,0.40246326027660095,19.47142899339807,1.8427526333720654,2.8309751052002423,1.3872053506548867,19.539844835297245,4.076304580750842,2.1761263862892117,3.221240151191736,1.4015583655740724,170000
563,30,0,63.0,13907,0,-1,0,0,0,0,0,15,0,0,0,1,5,6,1940,1969,0,0,4,2,1,0.0,5,5,1,5,5,1,3.0,290.0,2.0,0.0,706.0,996.0,0,10,1,5.0,996,0,0,996,1.0,0.0,1,0,3,1,5,6,10,1,1,3,0.0,0,0.0,0.0,0,0,3,144,0,0,0,0,0,0,0,-1,0,7,2008,0,0,144,144,0,0,0,0,220.74603174603172,2988.0,13907.0,16895.0,0.21485582800028766,inf,16895.0,1.0,0,1.0,1,71,1.0,42,29,68,39,4,1,0,0.29116465863453816,0.0,10,16.0,0,290.0,0.7088353413654619,5.0,3.2,0.0,50.2,4.563636363636364,0.07161860933342921,166.0,1,0,0,0,1,3,0,0,3,0.2700184539436003,3.937671043360324,2.081488031084739,2.561219770981541,1.2850819738980035,3.647116237648832,2.403646804896493,19.13501685069706,1.8715792170196741,3.8215351138547837,3.8339957101957323,19.38696569200854,5.11589148154249,3.9908237784124387,5.202747115784506,3.8354917154279216,108000
564,50,0,66.0,21780,0,-1,0,0,0,0,0,15,0,0,0,2,6,7,1918,1950,0,0,2,5,1,0.0,5,5,2,7,5,2,2.0,0.0,2.0,0.0,1163.0,1163.0,0,10,1,5.0,1163,511,0,1674,0.0,0.0,2,0,4,1,5,8,10,1,1,1,1955.0,5,2.0,396.0,5,5,2,72,36,0,0,144,0,0,0,-1,0,7,2008,0,0,252,252,0,0,0,0,330.0,4511.0,22176.0,26687.0,0.20341810966810966,inf,26687.0,1.0,0,1.5,1,93,1.0,61,32,90,58,5,2,0,0.0,132.0,10,18.0,20,0.0,1.0,5.0,3.6,5.0,57.6,5.236363636363637,0.0768595041322314,209.25,3,2,2,1,1,3,0,2,3,1.8161065691567377,2.0692826981956216,1.3200475083197205,1.977372008482553,1.9130934981040357,1.9969002240116351,1.6566033177001598,17.983379040814455,2.39545253052511,1.9841368102642196,2.4742170310735783,18.100696982121605,5.02340282425463,3.402580085236167,3.3032336220815397,2.0755505660601994,185000
565,60,0,0.0,13346,0,-1,1,0,0,3,0,3,0,0,0,0,7,5,1992,2000,0,0,3,3,1,0.0,7,5,0,7,5,1,10.0,728.0,2.0,0.0,367.0,1095.0,0,10,1,5.0,1166,1129,0,2295,1.0,0.0,2,1,4,1,7,9,10,1,0,0,1992.0,3,2.0,590.0,5,5,3,0,40,0,0,0,0,0,0,-1,0,7,2006,0,0,40,40,0,1,1,1,0.0,5685.0,13936.0,19621.0,0.4079362801377727,inf,19621.0,1.0,0,2.0,1,19,1.0,11,8,14,6,3,5,0,0.6648401826484018,196.66666666666663,12,25.0,16,728.0,0.33515981735159817,6.0,5.0,4.0,60.0,5.454545454545454,0.1719616364453769,255.0,1,1,2,1,0,2,3,3,2,3.617600166577039,0.545312342344889,2.0915729452653955,3.330232517071408,1.818907531089952,0.9328386875772574,0.6528408774935379,19.04115991548057,3.588514807406942,1.0254661826239884,3.2354306434193147,19.271712885653674,5.21302170154672,3.4425422623305613,0.8280137398236974,2.6953184344092675,268000
566,70,0,66.0,6858,0,-1,0,1,0,2,0,23,0,0,0,0,6,4,1915,1950,0,0,2,5,1,0.0,5,5,0,7,5,1,2.0,0.0,2.0,0.0,806.0,806.0,0,5,0,4.0,841,806,0,1647,1.0,0.0,1,1,4,1,3,6,10,0,-1,1,1920.0,2,1.0,216.0,5,5,3,0,66,136,0,0,0,0,0,-1,0,5,2010,0,0,202,202,0,2,4,0,103.9090909090909,4100.0,7074.0,11174.0,0.5795872208085948,inf,11174.0,1.0,0,2.0,1,96,1.0,61,35,95,60,5,5,0,0.0,108.0,10,17.0,14,0.0,1.0,5.0,3.4,3.5,43.9,3.9909090909090903,0.24015748031496062,274.5,2,2,0,1,1,3,0,1,0,2.2598312611914495,2.2757162735539658,0.32582385440434436,3.31278766416631,0.15622414641163676,2.8399097370576265,1.365636145083176,19.920185557049855,1.976928234308982,1.8051413840442028,3.7816353553416677,20.202181173606032,2.8650717116186595,3.1203305846856395,5.115230236972812,3.9942909547345407,128000
567,60,0,77.0,11198,0,-1,1,0,0,0,0,18,0,0,0,0,9,5,2005,2007,1,0,0,0,0,245.0,7,5,0,7,7,1,2.0,0.0,2.0,0.0,1122.0,1122.0,0,10,1,5.0,1134,1370,0,2504,0.0,0.0,2,1,4,1,10,11,10,1,1,2,2005.0,5,3.0,656.0,5,5,3,144,39,0,0,0,0,0,0,-1,0,6,2008,0,0,183,183,0,1,2,1,145.42857142857142,6130.0,11854.0,17984.0,0.5171250210899274,inf,17984.0,1.0,0,2.0,1,6,1.0,4,2,3,1,0,0,0,0.0,164.0,12,19.0,20,0.0,1.0,6.0,3.8,5.0,64.8,5.8909090909090915,0.22361135917128058,227.63636363636363,2,1,2,1,0,3,0,2,2,4.305729680282097,0.8315114695668192,2.6765258719129825,3.9468782435064593,2.0358185572944074,0.7759772348684177,0.7508252684293054,19.319409671379166,4.2814712383756595,1.6675075897261336,3.8534748472494784,19.63674446653602,6.66747044901384,5.402926763643486,2.353844799660656,4.378625042322907,325000
568,20,0,70.0,10171,0,-1,1,0,0,0,0,10,0,0,0,1,7,5,2004,2004,0,0,0,0,0,168.0,7,5,0,7,5,1,10.0,2.0,2.0,0.0,1515.0,1517.0,0,10,1,5.0,1535,0,0,1535,0.0,0.0,2,0,3,1,7,7,10,0,-1,0,2004.0,3,2.0,532.0,5,5,3,0,0,0,0,0,0,0,0,-1,0,3,2010,0,0,0,0,0,1,2,1,145.3,4587.0,10703.0,15290.0,0.42857142857142855,inf,15290.0,1.0,0,1.0,1,7,0.0,7,0,6,6,0,0,0,0.0013183915622940012,177.33333333333337,12,25.0,16,2.0,0.9986816084377059,6.0,5.0,4.0,59.0,5.363636363636363,0.1509192803067545,219.28571428571428,0,3,2,2,0,2,0,3,2,2.104568631422691,3.2381115781205114,2.9507553176929715,0.47183452266668346,1.446203143679032,1.3300557297438695,0.17463540446257048,19.442506928925965,2.4880348690287994,2.9347588578362918,0.6595573847975066,19.476073289693325,5.116284721612833,2.9447517885353953,1.8119462711938026,3.584923665595884,214000
569,50,0,79.0,12327,0,-1,1,2,0,0,1,12,0,0,0,2,8,8,1983,2009,0,0,2,5,1,0.0,7,5,1,7,5,4,10.0,1441.0,2.0,0.0,55.0,1496.0,0,10,1,5.0,1496,636,0,2132,1.0,0.0,1,1,1,1,7,5,6,1,1,2,1983.0,5,2.0,612.0,7,5,3,349,40,0,0,0,0,0,0,-1,0,9,2009,0,0,389,389,0,4,2,2,156.03797468354432,5760.0,12939.0,18699.0,0.4451657778808254,inf,18699.0,1.0,0,1.5,1,28,1.0,2,26,26,0,5,1,0,0.9632352941176472,204.0,12,28.0,22,1441.0,0.036764705882352935,6.0,5.6,5.5,62.1,5.6454545454545455,0.1729536789162002,426.4,2,1,2,2,0,2,2,2,2,3.131539900121888,1.4641168642790159,2.6177751059167402,1.7652085354046505,1.8725770310418788,0.876814180626836,0.6355023572010059,19.171796415019024,3.34617150053345,1.9051890395181303,1.6829607546118959,19.21405715722039,7.173645147177875,5.918480282409609,4.513697558020655,4.952517387912596,316600
570,90,0,0.0,7032,0,-1,1,0,0,2,0,11,0,0,2,4,5,5,1979,1979,0,0,1,1,1,0.0,5,5,1,7,5,4,10.0,943.0,2.0,0.0,0.0,943.0,0,5,1,5.0,943,0,0,943,1.0,0.0,1,0,2,1,5,4,10,2,0,1,1979.0,2,2.0,600.0,5,5,3,42,0,0,0,0,0,0,0,-1,0,12,2006,0,0,42,42,0,1,3,1,0.0,2829.0,7632.0,10461.0,0.3706761006289308,inf,10461.0,1.0,0,1.2,1,32,0.0,32,0,27,27,1,1,0,1.0,200.0,10,28.0,14,943.0,0.0,5.0,5.6,3.5,51.1,4.6454545454545455,0.13410125142207052,235.75,1,0,2,0,1,2,2,1,3,0.34752944861332824,4.0596236509548245,2.0918936166732784,2.7697903157416697,1.7408243829360606,1.3341157644793766,0.5362947537074764,19.84223626309726,1.2939507011473,3.0145455973718005,2.7842231893520633,20.11805630727164,5.059624318359769,3.833607399978002,4.147000131783882,2.5278748521262115,135960
571,90,0,74.0,13101,0,-1,1,0,0,0,0,11,0,0,2,1,5,5,1965,1965,0,0,3,3,0,108.0,5,5,1,5,5,1,1.0,231.0,2.0,0.0,1497.0,1728.0,0,5,1,5.0,1728,0,0,1728,0.0,0.0,2,0,6,2,5,10,10,0,-1,1,1987.0,2,2.0,576.0,5,5,3,0,0,0,0,0,0,0,0,-1,0,11,2008,0,0,0,0,0,1,2,1,177.04054054054058,5184.0,13677.0,18861.0,0.37903048914235576,inf,18861.0,1.0,0,1.0,1,46,0.0,46,0,43,43,3,4,0,0.13368055555555555,192.0,10,14.0,14,231.0,0.8663194444444444,5.0,2.8,3.5,46.3,4.209090909090909,0.13189832837188,172.8,0,3,2,2,1,3,0,1,1,2.888118086112492,3.3112862157851204,3.558403372546086,0.3641061506046772,1.7470753870411335,1.0033830443444685,0.589003326194716,19.07158167153835,3.329463350317483,3.343097280168654,0.5253643291145457,19.083517475430593,3.7276396321715013,1.3347670742016555,4.329579677399342,2.9443210059752114,142600
572,20,0,60.0,7332,0,-1,0,0,0,0,0,11,0,0,0,1,6,6,1959,1959,0,0,4,2,0,207.0,5,5,1,5,5,1,3.0,414.0,2.0,0.0,450.0,864.0,0,10,1,5.0,864,0,0,864,1.0,0.0,1,0,2,1,7,4,10,0,-1,0,1959.0,2,1.0,288.0,5,5,3,168,0,0,0,0,0,0,0,-1,0,10,2006,0,1,168,168,0,0,0,0,122.2,2592.0,7620.0,10212.0,0.3401574803149606,inf,10212.0,1.0,0,1.0,1,52,0.0,52,0,47,47,4,4,1,0.4791666666666667,144.0,10,16.0,14,414.0,0.5208333333333334,5.0,3.2,3.5,55.7,5.063636363636364,0.11783960720130933,216.0,1,0,0,0,1,3,3,1,1,0.5951245296045732,4.253977864881745,2.1454129841459118,3.08076845914324,0.30211983414654464,2.507983009335876,1.0268249181244498,19.837578030190024,0.7325393787368667,3.330079272166646,3.451264419015452,20.166194562892496,4.36782046770181,1.925808598518815,3.091660827315304,3.093509881059932,120000
573,60,0,83.0,13159,0,-1,1,3,0,2,0,16,0,0,0,0,7,5,2009,2009,0,0,0,0,1,0.0,5,5,0,10,5,3,2.0,0.0,2.0,0.0,846.0,846.0,0,7,1,5.0,846,846,0,1692,0.0,0.0,2,1,3,1,7,6,10,0,-1,0,2009.0,3,2.0,650.0,5,5,3,208,114,0,0,0,0,0,0,-1,0,7,2009,1,2,322,322,0,5,3,1,158.54216867469881,4230.0,13809.0,18039.0,0.30632196393656314,inf,18039.0,1.0,0,2.0,1,2,0.0,2,0,0,0,0,5,2,0.0,216.66666666666663,10,22.0,16,0.0,1.0,5.0,4.4,4.0,54.4,4.945454545454545,0.12858119917926894,282.0,2,2,1,1,1,2,0,3,1,2.3734090758733584,2.146476775943125,0.47872605149030006,3.3098654321503282,2.0725194958950284,0.6736451574409106,0.8400747924898809,19.07011777948578,2.505656304601684,1.0040106480469133,3.2045708438431313,19.358261370845696,4.478903396817416,2.1776248606168713,2.676839361794482,3.022981871458619,224500
574,80,0,76.0,9967,0,-1,1,0,0,0,0,17,0,0,0,5,7,5,2000,2000,0,0,0,0,1,0.0,5,5,0,7,5,1,2.0,0.0,2.0,0.0,384.0,384.0,0,10,1,5.0,774,656,0,1430,0.0,0.0,2,1,3,1,5,8,10,1,0,2,2000.0,3,2.0,400.0,5,5,3,100,0,0,0,0,0,0,0,-1,0,12,2007,0,0,100,100,0,1,2,1,131.14473684210526,3244.0,10367.0,13611.0,0.3129159834088936,inf,13611.0,1.0,0,1.3,1,11,0.0,11,0,7,7,0,5,0,0.0,133.33333333333334,10,17.0,16,0.0,1.0,5.0,3.4,4.0,55.4,5.036363636363637,0.1434734624260058,178.75,1,2,2,0,1,3,0,3,3,2.156074691216579,3.2205631006711535,0.9051178563443589,3.887779660725333,0.8444736539684465,1.9018893266162427,0.4833034451871472,19.479534229772113,1.7566401234374895,1.9884665069579657,3.9332214569896675,19.903068826191603,4.539013476365187,2.8216040495602384,2.6778485306341104,1.9917742891996466,170000
575,80,0,70.0,10500,0,-1,0,0,0,1,0,11,0,0,0,5,5,7,1971,2005,2,0,1,2,0,82.0,5,5,1,5,5,3,5.0,349.0,2.0,0.0,23.0,372.0,0,5,1,5.0,576,533,0,1109,0.0,1.0,1,0,3,1,5,5,10,0,-1,2,1971.0,2,1.0,288.0,5,5,3,35,0,0,0,0,0,0,5,-1,0,12,2007,0,0,35,35,0,0,1,0,150.0,2590.0,10788.0,13378.0,0.2400815721171672,inf,13378.0,1.0,0,1.3,1,40,1.0,6,34,36,2,2,4,0,0.9381720430107529,144.0,10,20.0,14,349.0,0.06182795698924731,5.0,4.0,3.5,49.5,4.5,0.10561904761904761,221.8,1,2,0,0,1,3,3,1,1,2.0825848743886857,3.96557103792729,1.4745360836477015,4.2507560553311095,0.42523555205529323,2.3796544323682216,1.0070738892497784,19.43663108740654,1.7188598684021623,2.8404625145629585,4.443482758554767,19.963290356246713,4.088133734821085,1.4362939058922919,4.362639163017125,2.969829173658276,139000
576,50,0,80.0,8480,0,-1,0,0,0,0,0,11,0,0,0,2,5,5,1947,1950,0,0,1,1,1,0.0,5,5,1,5,5,1,5.5,442.0,2.0,0.0,390.0,832.0,0,5,1,5.0,832,384,0,1216,0.0,0.0,1,0,2,1,5,6,10,0,-1,1,1947.0,2,1.0,336.0,5,5,3,158,0,102,0,0,0,0,0,-1,0,10,2008,2,1,260,260,0,0,0,0,106.0,3264.0,8816.0,12080.0,0.3702359346642468,inf,12080.0,1.0,0,1.5,1,64,1.0,61,3,61,58,1,1,3,0.53125,168.0,10,18.5,14,442.0,0.46875,5.0,3.7,3.5,47.2,4.290909090909091,0.14339622641509434,202.66666666666666,2,2,0,0,1,3,3,1,1,1.0786574649063785,3.2869282711357024,1.0143201926691923,3.0078759586183073,0.5143789464636768,2.2465660124702445,0.7801508378086066,19.68018403233836,0.6512935548146077,2.246733934623772,3.2410220864388664,19.962418189046197,3.782654368707359,1.1943727244247355,4.097803461761419,2.8487288215596034,118500
577,50,0,52.0,6292,0,-1,0,0,0,0,0,23,0,0,0,2,7,7,1928,1950,0,0,2,5,1,0.0,5,5,2,5,5,1,2.0,0.0,2.0,0.0,861.0,861.0,0,7,1,5.0,877,600,0,1477,0.0,1.0,2,0,3,1,5,6,10,1,1,1,1928.0,2,1.0,216.0,5,5,3,0,50,0,0,0,0,0,0,-1,0,8,2009,0,0,50,50,0,0,0,0,121.0,3815.0,6508.0,10323.0,0.5862015980331899,inf,10323.0,1.0,0,1.5,1,83,1.0,61,22,81,59,5,2,0,0.0,108.0,10,15.0,14,0.0,1.0,5.0,3.0,3.5,53.5,4.863636363636363,0.23474253019707564,246.16666666666666,1,2,0,0,1,3,0,1,3,1.6615034953706573,2.6058994325142555,0.37621690007491787,2.964454194405051,0.22585062259474625,2.8670105609612793,1.3837415474743917,19.99174219688536,1.4411181512155842,2.052345973733244,3.5096460849913296,20.236584098158726,4.574586698620073,2.983857991915293,3.6049747470952487,1.6675624485826728,145000
578,80,0,96.0,11777,0,-1,1,0,0,0,0,9,0,0,0,5,5,6,1966,1966,0,0,0,0,0,97.0,5,5,1,5,5,3,1.0,328.0,5.0,551.0,285.0,1164.0,0,10,1,5.0,1320,0,0,1320,1.0,0.0,1,0,3,1,5,6,10,2,2,0,1966.0,3,2.0,564.0,5,5,3,160,68,240,0,0,0,0,0,-1,0,5,2006,0,1,468,468,0,1,2,1,122.67708333333331,3804.0,12341.0,16145.0,0.3082408232720201,inf,16145.0,1.0,0,1.3,1,45,0.0,45,0,40,40,0,4,1,0.7551546391752577,188.0,10,19.0,16,879.0,0.24484536082474226,5.0,3.8,4.0,55.8,5.072727272727271,0.11208287339729982,220.0,3,0,2,2,1,1,1,3,3,1.0645939289294557,3.373061137678708,2.277146270298392,1.4899504415190838,1.6392233410002928,1.1091622591359895,0.42299962430420723,19.239078181636227,1.7063013645096203,2.649221570871465,1.4521382506731755,19.349476248380554,5.437028925105702,4.402147741932222,3.9797349244425195,2.229378764096068,164500
579,160,3,34.0,3604,0,1,0,0,0,2,0,5,0,0,3,0,7,5,2007,2007,0,0,0,0,1,0.0,7,5,0,7,5,1,2.0,0.0,2.0,0.0,689.0,689.0,0,10,1,5.0,703,689,0,1392,0.0,0.0,2,0,2,1,7,5,10,0,-1,1,2007.0,2,2.0,540.0,5,5,3,0,102,0,0,0,0,0,0,-1,0,2,2008,0,1,102,102,2,0,4,0,106.0,3473.0,4144.0,7617.0,0.8380791505791506,inf,7617.0,1.0,0,2.0,1,4,0.0,4,0,1,1,0,5,1,0.0,180.0,12,17.0,14,0.0,1.0,6.0,3.4,3.5,56.9,5.172727272727274,0.38623751387347394,278.4,1,2,2,0,0,3,0,1,2,1.9782062130175952,2.9957411395822553,0.5170905476890335,3.602833920924865,1.5623749481687872,1.8470575074322846,0.7440227515983775,20.275085582204895,1.8639159840832584,1.8705014802746442,3.682117630021671,20.62549054208499,4.765607206236182,2.602421202810023,2.2815360342804367,3.441324443332242,146000
580,50,1,81.0,12150,0,0,0,0,0,0,0,7,0,0,0,2,5,5,1954,1954,0,0,1,1,0,335.0,5,5,2,5,5,1,2.0,0.0,2.0,0.0,1050.0,1050.0,0,10,0,4.0,1050,745,0,1795,0.0,0.0,2,0,4,1,5,7,10,0,-1,0,1954.0,2,1.0,352.0,3,5,3,0,0,0,0,0,0,0,0,-1,0,11,2008,0,0,0,0,1,0,0,0,150.0,4640.0,12502.0,17142.0,0.3711406175011998,inf,17142.0,1.0,0,1.5,1,57,0.0,57,0,54,54,1,3,0,0.0,176.0,10,15.0,12,0.0,1.0,5.0,3.0,3.0,50.0,4.545454545454546,0.14773662551440328,256.42857142857144,0,2,0,1,1,3,0,1,1,2.274988572431992,1.6906707918160602,0.9700312945958653,2.6269364650943348,0.7841077956559893,2.044859334679484,0.7860789000597913,19.211867999885023,2.0585865757383672,1.0428759332756565,2.816861782717055,19.384483670789066,2.535649720424494,2.4902319644119206,4.318510818281443,3.6655867313115897,131500
581,20,0,0.0,14585,0,-1,1,0,0,3,0,11,0,0,0,1,6,6,1960,1987,0,0,2,5,0,85.0,5,5,1,5,5,1,3.0,594.0,5.5,219.0,331.0,1144.0,0,10,1,5.0,1429,0,0,1429,0.0,1.0,1,0,3,1,7,7,10,2,1,0,1960.0,2,2.0,572.0,5,5,3,216,110,0,0,0,0,0,0,-1,0,6,2007,0,0,326,326,0,1,1,1,0.0,4002.0,15157.0,19159.0,0.26403641881638845,inf,19159.0,1.0,0,1.0,1,51,1.0,24,27,47,20,5,4,0,0.7106643356643356,190.66666666666663,10,19.5,14,813.0,0.2893356643356643,5.0,3.9,3.5,58.4,5.3090909090909095,0.09797737401439835,204.14285714285714,2,3,2,2,1,1,3,1,3,1.3512330351748207,3.249727295969685,2.3859678729214484,1.2795638503151658,1.8081319177148736,0.9921993120761478,0.7422248253897632,18.883286534981753,2.044782261423628,2.675655694186955,1.2734753335024218,18.972469282024413,5.302338078743768,4.063097088224435,3.0921183405045243,2.163872128384562,181900
582,20,0,98.0,12704,0,-1,0,0,0,0,0,10,0,0,0,1,8,5,2008,2009,1,0,0,0,0,306.0,10,5,0,10,5,1,2.0,0.0,2.0,0.0,2042.0,2042.0,0,10,1,5.0,2042,0,0,2042,0.0,0.0,2,1,3,1,10,8,10,1,1,0,2009.0,3,3.0,1390.0,5,5,3,0,90,0,0,0,0,0,0,-1,0,8,2009,1,2,90,90,0,0,0,0,129.6326530612245,6126.0,14094.0,20220.0,0.43465304384844616,inf,20220.0,1.0,0,1.0,1,3,1.0,2,1,1,0,0,0,2,0.0,347.5,15,20.0,16,0.0,1.0,7.5,4.0,4.0,64.5,5.863636363636362,0.1607367758186398,255.25,1,3,1,2,3,3,0,3,2,4.122127702665856,3.7577621348504495,4.61944280169584,1.5746231994624766,5.433760355886228,2.820982323968595,4.139550860720729,19.52138924861245,6.501097464915154,5.759221320257892,3.915475673144477,19.562106374248263,6.943889748488183,5.676493463482451,2.665018873485957,4.886336251860707,253293
583,90,0,81.0,11841,1,-1,0,0,0,0,0,15,0,0,2,4,6,5,1990,1990,0,0,3,3,0,104.0,5,7,1,7,5,3,10.0,816.0,2.0,0.0,0.0,816.0,0,5,1,5.0,816,0,0,816,1.0,0.0,1,0,3,1,5,5,10,0,-1,3,0.0,0,0.0,0.0,0,0,3,0,32,0,0,0,0,0,0,-1,0,5,2007,0,0,32,32,3,0,0,0,146.1851851851852,2448.0,11841.0,14289.0,0.20673929566759566,inf,14289.0,1.0,0,1.2,1,21,0.0,21,0,17,17,3,4,0,1.0,0.0,12,27.0,0,816.0,0.0,6.0,5.4,0.0,47.4,4.309090909090909,0.06891309855586522,163.2,1,0,0,0,2,2,3,0,1,0.7685790180925837,4.378675543773922,2.198935195773587,3.2697584032951035,1.153309686476429,3.6670949013785052,2.35389087786315,19.394721567309546,1.8615670013814585,4.042860797140696,4.3223807173071815,19.765789095310414,5.258638049430806,3.6837362328117154,5.175264953274132,4.79178018670933,118500
584,75,1,75.0,13500,0,-1,0,0,0,0,0,7,3,5,0,6,10,9,1893,2000,0,0,2,5,1,0.0,10,10,2,5,5,1,2.0,0.0,2.0,0.0,1237.0,1237.0,0,7,1,5.0,1521,1254,0,2775,0.0,0.0,3,1,3,1,7,9,10,1,1,1,1988.0,2,2.0,880.0,7,5,3,105,502,0,0,0,0,0,0,-1,0,7,2008,0,0,607,607,0,0,0,0,180.0,6787.0,14380.0,21167.0,0.4719749652294854,inf,21167.0,1.0,2,2.5,0,118,1.0,11,107,115,8,5,2,0,0.0,293.3333333333333,20,15.0,16,0.0,1.0,10.0,3.0,4.0,66.0,6.0,0.20555555555555555,308.3333333333333,2,1,1,1,2,3,0,1,2,4.692561885372188,0.9252959754193298,3.4045509851533184,3.713123532694062,3.1132805744897687,0.4819863216690582,1.8297363938208926,19.08470545388735,5.168383757896762,2.7889806269273074,3.824061200119219,19.340386483737895,9.387790969238269,8.292591712472074,6.698976890866311,7.742749216486196,325000
585,50,1,51.0,6120,0,-1,0,0,0,0,0,8,0,0,0,2,4,7,1935,1995,0,0,4,2,1,0.0,5,5,2,5,5,1,2.0,0.0,2.0,0.0,884.0,884.0,0,10,1,5.0,989,584,0,1573,0.0,0.0,1,0,3,1,7,6,10,0,-1,1,1935.0,2,1.0,240.0,5,5,3,0,0,54,0,120,0,0,0,-1,0,7,2009,0,0,174,174,0,0,0,0,120.0,4030.0,6360.0,10390.0,0.6336477987421384,inf,10390.0,1.0,0,1.5,1,76,1.0,16,60,74,14,4,2,0,0.0,120.0,10,15.0,14,0.0,1.0,5.0,3.0,3.5,54.5,4.954545454545454,0.25702614379084965,262.1666666666667,2,2,0,0,1,3,0,1,1,1.6875618748301344,2.3566243440735755,0.5355061060515801,2.7084555538244413,0.25181363274692753,2.773593692478675,1.2838096154456828,20.005367565115552,1.4734386024946917,1.8618271871577725,3.2444346462528313,20.207187893904837,4.526349214089773,2.269216693452896,4.141881028849422,3.5287577805257397,133000
586,20,0,88.0,11443,0,-1,0,0,0,0,0,16,0,0,0,1,8,5,2005,2006,1,0,0,0,0,208.0,7,5,0,10,5,4,10.0,1460.0,2.0,0.0,408.0,1868.0,0,10,1,5.0,2028,0,0,2028,1.0,0.0,2,0,2,1,7,7,10,2,1,0,2005.0,3,3.0,880.0,5,5,3,326,66,0,0,0,0,0,0,-1,0,3,2006,1,2,392,392,0,0,0,0,130.0340909090909,5924.0,12323.0,18247.0,0.4807270956747545,inf,18247.0,1.0,0,1.0,1,6,1.0,5,1,1,0,0,0,2,0.7815845824411135,220.0,12,31.0,16,1460.0,0.21841541755888647,6.0,6.2,4.0,63.2,5.745454545454546,0.1772262518570305,289.7142857142857,2,3,1,2,0,2,2,3,2,3.8497920863488115,3.5620830931450858,4.3504286043813005,1.31226469635211,3.0658152477102956,0.6359420870249364,1.7716858336934684,19.344646982175956,4.752313171851252,4.231997478770408,1.8213740497978381,19.37139423597482,6.461113905821217,5.222025279032255,2.414491716217469,3.603696002988905,369900
