MSSubClass,MSZoning,LotFrontage,LotArea,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrType,MasVnrArea,ExterCond,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,Neighborhood_mapped,rare_Exterior1st,rare_Exterior2nd,rare_Alley,rare_Condition1,rare_SaleType,rare_RoofStyle,rare_LotShape,rare_LandContour,rare_LandSlope,rare_Foundation,MasExist,AirCon,Electrical_SBrkr,Functional_Typ,GarageType_InHome,PavedDrive1,HasFence,MiscFeature1,SaleType_New_House,SaleCon_Normal,HasPool,Has2ndFloor,HasFireplace,total_Utility_Count,SqFtPerRoom,Total_Home_Quality,Product_Home_Quality,Total_Bathrooms,TotalSF,TotalPorchSF,YearBlRm,TotalExtQual,ProductExtQual,TotalBsmQual_And_Fin,TotalBsmQual,ProductBsmQual,TotalBsmFin,TotalGrgQual,ProductGrgQual,TotalQual,QualGr,QualPorch,QualExt,QualGrg,QlLivArea,QualSFNg,ProBsmQualPerTotFin,Age_YrBuilt,Age_YrRmd,Diff_YrRmd_YrBlt,Age_GarageYrBlt,Diff_GarYBlt_YrBlt,LivLotRatio,Spaciousness,GrArea+Basement,YrRemod*Basement,Count_OutSideSF,Rat_Out_Count,total_Area,Count_Areas,Rat_Areas_Count,total_Floors,Count_Floors,Rat_Floors_Count,Tot_Bsmt_per_Fin,OverallCond_Price_grade,space_Cluster,Areas_Cluster,Floors_Cluster,OutsideSF_Cluster,OverAll_QC_Cluster,YrBlt_Cluster,SalePrice,Predicted,is_train
60,RL,77.0,9206,SawyerW,1Fam,2Story,6,5,1985.0,1985.0,BrkFace,336.0,3,3,No,1,0.0,1,0.0,741.0,741.0,977,755,0,1732,0.0,0.0,2,1,3,1,7,1,3,Attchd,1985.0,Fin,2.0,476.0,3,Y,192,46,0,0,0,0,0,5,HdBoard,HdBoard,None,Norm,WD,Gable,Reg,Lvl,Gtl,CBlock,1,1,1,1,1,1,0,0,0,1,0,1,1,8,157.45454545454547,11,30,2.5,1732.0,238,3970.0,7,12,9,7,12,2,6,9,35,60620,1666,2352.0,2856.0,60620,303100,6.0,25.0,25.0,0.0,25.0,0.0,0.18813817075820116,247.42857142857142,2473.0,1470885.0,2,119.0,12491.0,5,2498.2,1732,2,866.0,370.5,2,0,4,4,5,6,0,178000.0,171788.36681969487,Yes
90,RL,64.0,7018,SawyerW,Duplex,1Story,5,5,1979.0,1979.0,None,0.0,2,0,None,0,0.0,0,0.0,0.0,0.0,1535,0,0,1535,0.0,0.0,2,0,4,2,8,0,0,Attchd,1979.0,Unf,2.0,410.0,3,Y,0,0,0,0,0,0,0,5,HdBoard,HdBoard,None,Norm,WD,Gable,Reg,RARE,Gtl,RARE,0,1,1,1,1,1,0,0,0,0,0,0,0,5,127.91666666666667,10,25,2.0,1535.0,0,3958.0,5,6,0,0,0,0,6,9,22,33770,0,0.0,2460.0,33770,168850,0.0,30.0,30.0,0.0,30.0,0.0,0.21872328298660587,191.875,1535.0,0.0,0,0.0,8963.0,3,2987.6666666666665,1535,1,1535.0,0.0,2,7,1,1,3,5,1,118964.0,117385.36447569673,Yes
20,RL,94.0,10402,CollgCr,1Fam,1Story,7,5,2009.0,2009.0,None,0.0,3,3,No,1,0.0,1,0.0,1226.0,1226.0,1226,0,0,1226,0.0,0.0,2,0,3,1,6,0,0,Attchd,2009.0,RFn,3.0,740.0,3,Y,0,36,0,0,0,0,0,5,VinylSd,VinylSd,None,Norm,WD,Gable,IR1,Lvl,Gtl,PConc,0,1,1,1,1,1,0,0,0,1,0,0,0,6,136.22222222222223,12,35,2.0,1226.0,36,4018.0,6,9,9,7,12,2,6,9,37,45362,216,0.0,4440.0,45362,226810,6.0,1.0,1.0,0.0,1.0,0.0,0.1178619496250721,204.33333333333334,2452.0,2463034.0,1,36.0,13594.0,4,3398.5,1226,1,1226.0,613.0,2,1,8,7,3,0,0,198900.0,193609.44027506336,Yes
50,RM,59.8,7758,IDOTRR,1Fam,1.5Fin,7,4,1931.0,1950.0,BrkFace,600.0,2,3,No,2,224.0,1,0.0,816.0,1040.0,1226,592,0,1818,0.0,0.0,1,1,4,1,7,2,3,Detchd,1951.0,Unf,1.0,240.0,3,Y,0,0,0,0,184,0,0,1,RARE,RARE,None,Norm,WD,Gable,Reg,Lvl,Gtl,PConc,1,1,0,1,0,1,0,0,0,1,0,1,1,6,181.8,11,28,1.5,2042.0,184,3881.0,5,6,9,6,9,3,6,9,35,63630,920,3000.0,1440.0,63630,63630,3.0,76.0,57.0,19.0,56.0,20.0,0.23433874709976799,259.7142857142857,2858.0,2028000.0,1,184.0,11456.0,5,2291.2,1818,2,909.0,346.6666666666667,1,0,4,8,6,9,2,169500.0,158584.87309097202,Yes
60,FV,75.0,9375,Somerst,1Fam,2Story,8,5,2003.0,2004.0,BrkFace,768.0,3,3,No,1,0.0,1,0.0,1053.0,1053.0,1053,939,0,1992,0.0,0.0,2,1,3,1,9,1,4,Attchd,2003.0,RFn,2.0,648.0,3,Y,140,45,0,0,0,0,0,7,VinylSd,VinylSd,None,Norm,WD,Hip,Reg,Lvl,Gtl,PConc,1,1,1,1,1,1,0,0,0,1,0,1,1,8,153.23076923076923,13,40,2.5,1992.0,185,4007.0,7,12,10,8,15,2,6,9,40,79680,1295,5376.0,3888.0,79680,557760,7.5,5.0,4.0,1.0,5.0,0.0,0.21248,221.33333333333334,3045.0,2110212.0,2,92.5,13836.0,5,2767.2,1992,2,996.0,526.5,2,0,2,4,5,3,0,250000.0,250704.24229889095,Yes
30,RM,60.0,10800,OldTown,1Fam,1Story,4,7,1885.0,1995.0,None,0.0,3,3,No,1,0.0,1,0.0,641.0,641.0,1047,0,0,1047,0.0,0.0,1,0,2,1,6,0,0,Detchd,1954.0,Unf,1.0,273.0,2,N,0,0,0,0,0,0,450,2,VinylSd,VinylSd,RARE,Norm,WD,RARE,Reg,Lvl,Gtl,BrkTil,0,1,1,1,0,0,0,1,0,1,0,0,0,5,130.875,11,28,1.0,1047.0,0,3880.0,6,9,7,5,6,2,4,4,28,29316,0,0.0,1092.0,29316,58632,3.0,122.0,12.0,110.0,53.0,69.0,0.09694444444444444,174.5,1688.0,1278795.0,0,0.0,12761.0,4,3190.25,1047,1,1047.0,320.5,3,7,9,7,3,4,2,100000.0,94968.84117487383,Yes
20,RM,50.0,6000,OldTown,1Fam,1Story,5,5,1948.0,1950.0,None,0.0,3,3,No,5,104.0,4,169.0,516.0,789.0,789,0,0,789,0.0,0.0,1,0,2,1,5,0,0,Detchd,1948.0,Unf,1.0,250.0,3,Y,0,0,0,0,0,0,0,2,VinylSd,VinylSd,None,Norm,WD,Gable,Reg,Lvl,Gtl,CBlock,0,1,1,1,0,1,0,0,0,1,0,0,0,5,112.71428571428571,10,25,1.0,1062.0,0,3898.0,6,9,15,6,9,9,6,9,40,31560,0,0.0,1500.0,31560,63120,1.0,60.0,58.0,2.0,60.0,0.0,0.1315,157.8,1578.0,1538550.0,0,0.0,7828.0,4,1957.0,789,1,789.0,87.66666666666667,2,7,9,2,3,2,1,115000.0,104830.42052930224,Yes
50,RM,85.0,8500,IDOTRR,1Fam,1.5Fin,5,7,1919.0,2005.0,None,0.0,3,3,No,1,0.0,1,0.0,793.0,793.0,997,520,0,1517,0.0,0.0,2,0,3,1,7,0,0,None,1950.2,None,0.0,0.0,0,N,0,0,144,0,0,0,0,1,CemntBd,CmentBd,None,RARE,WD,Gable,Reg,Lvl,Gtl,CBlock,0,0,0,1,0,0,0,0,0,1,0,1,0,3,151.7,12,35,2.0,1517.0,144,3924.0,6,9,8,6,9,2,0,0,24,36408,864,0.0,0.0,36408,36408,4.5,88.0,2.0,86.0,56.799999999999955,31.200000000000045,0.17847058823529413,216.71428571428572,2310.0,1589965.0,1,144.0,10810.0,3,3603.3333333333335,1517,2,758.5,396.5,3,8,9,8,2,1,2,115000.0,112695.3830194394,Yes
20,RL,105.0,11751,NWAmes,1Fam,1Story,6,6,1977.0,1977.0,BrkFace,480.0,3,3,No,4,705.0,1,0.0,1139.0,1844.0,1844,0,0,1844,0.0,0.0,2,0,3,1,7,1,3,Attchd,1977.0,RFn,2.0,546.0,3,Y,0,122,0,0,0,0,0,5,Plywood,Plywood,None,Norm,COD,Hip,IR1,Lvl,Gtl,CBlock,1,1,1,1,1,1,1,0,0,1,0,0,1,8,184.4,12,36,2.0,2549.0,122,3954.0,6,9,12,7,12,5,6,9,38,70072,732,2880.0,3276.0,70072,350360,2.4,33.0,33.0,0.0,33.0,0.0,0.1569228150795677,263.42857142857144,3688.0,3645588.0,1,122.0,16465.0,5,3293.0,1844,1,1844.0,368.8,3,3,0,1,0,7,1,190000.0,198413.45692479194,Yes
50,RL,75.0,9525,Edwards,1Fam,1.5Fin,6,4,1954.0,1972.0,None,0.0,3,2,No,3,444.0,1,0.0,550.0,994.0,1216,639,0,1855,0.0,0.0,2,0,4,1,7,0,0,Attchd,1954.0,Unf,1.0,325.0,3,Y,182,0,0,0,0,0,0,2,Wd Sdng,Wd Sdng,None,Norm,WD,Gable,Reg,Lvl,Gtl,CBlock,0,1,1,1,1,1,0,0,0,1,0,1,0,7,185.5,10,24,2.0,2299.0,182,3926.0,6,9,9,5,6,4,6,9,34,63070,1092,0.0,1950.0,63070,126140,1.5,52.0,34.0,18.0,52.0,0.0,0.194750656167979,265.0,2849.0,1960168.0,1,182.0,12699.0,4,3174.75,1855,2,927.5,248.5,1,0,6,8,5,9,1,136900.0,137755.19833627075,Yes
80,RL,69.8,7750,Gilbert,1Fam,SLvl,7,5,2000.0,2000.0,None,0.0,3,3,No,6,250.0,1,0.0,134.0,384.0,774,656,0,1430,0.0,0.0,2,1,3,1,7,1,3,BuiltIn,2000.0,Fin,2.0,400.0,3,Y,180,0,0,0,0,0,0,5,VinylSd,VinylSd,None,Norm,WD,Gable,IR1,Lvl,Gtl,PConc,0,1,1,1,1,1,0,0,0,1,0,1,1,7,130.0,12,35,2.5,1680.0,180,4000.0,6,9,14,7,12,7,6,9,41,58630,1080,0.0,2400.0,58630,293150,1.7142857142857142,10.0,10.0,0.0,10.0,0.0,0.18451612903225806,204.28571428571428,1814.0,768000.0,1,180.0,9964.0,4,2491.0,1430,2,715.0,54.857142857142854,2,8,1,3,5,0,0,180000.0,178472.4326055898,Yes
60,RL,77.0,9965,CollgCr,1Fam,2Story,7,5,2007.0,2007.0,Stone,220.0,3,3,Av,6,984.0,1,0.0,280.0,1264.0,1282,1414,0,2696,1.0,0.0,2,1,4,1,10,1,4,BuiltIn,2007.0,Fin,3.0,792.0,3,Y,120,184,0,0,168,0,0,5,VinylSd,VinylSd,None,Norm,New,Gable,Reg,Lvl,Gtl,PConc,1,1,1,1,1,1,0,0,1,1,0,1,1,9,192.57142857142858,12,35,3.5,3680.0,472,4014.0,7,12,15,8,15,7,6,9,45,121320,3304,1540.0,4752.0,121320,606600,2.142857142857143,0.0,0.0,0.0,0.0,0.0,0.27054691419969895,269.6,3960.0,2536848.0,3,157.33333333333334,14937.0,5,2987.4,2696,2,1348.0,180.57142857142858,2,5,0,0,6,0,0,383970.0,358871.9056845485,Yes
20,RL,63.4,21000,Crawfor,1Fam,1Story,6,5,1953.0,1953.0,BrkFace,184.0,4,3,Mn,5,35.0,3,869.0,905.0,1809.0,2259,0,0,2259,1.0,0.0,2,0,3,1,7,2,4,Basment,1953.0,Unf,2.0,450.0,3,Y,166,120,192,0,0,0,0,6,Wd Sdng,Wd Sdng,None,Norm,COD,Hip,Reg,RARE,Gtl,CBlock,1,1,1,1,1,1,1,0,0,0,0,0,1,7,225.9,11,30,3.0,3163.0,478,3906.0,7,12,15,7,12,8,6,9,41,92619,3346,1288.0,2700.0,92619,555714,1.5,54.0,54.0,0.0,54.0,0.0,0.10757142857142857,322.7142857142857,4068.0,3532977.0,3,159.33333333333334,25702.0,5,5140.4,2259,1,2259.0,226.125,2,3,0,5,2,6,1,217000.0,220098.0635581053,Yes
70,RL,61.0,7259,Crawfor,1Fam,2Story,6,8,1945.0,2002.0,None,0.0,3,3,No,5,774.0,2,150.0,104.0,1028.0,1436,884,0,2320,1.0,0.0,2,1,3,1,9,1,3,Detchd,1945.0,Unf,1.0,180.0,3,Y,224,0,0,0,0,0,0,6,Wd Sdng,Wd Sdng,None,Norm,WD,Gambrel,IR1,Lvl,RARE,CBlock,0,1,1,1,0,1,1,0,0,1,0,1,1,7,178.46153846153845,14,48,3.5,3244.0,224,3947.0,6,9,13,6,9,7,6,9,40,92800,1344,0.0,1080.0,92800,556800,1.2857142857142858,62.0,5.0,57.0,62.0,0.0,0.31960325113652016,257.77777777777777,3348.0,2058056.0,1,224.0,10787.0,4,2696.75,2320,2,1160.0,146.85714285714286,3,5,6,6,5,8,1,259500.0,242003.57820913367,Yes
160,FV,34.0,3230,Somerst,TwnhsE,2Story,6,5,1999.0,1999.0,BrkFace,1129.0,3,3,No,6,419.0,1,0.0,310.0,729.0,729,729,0,1458,0.0,0.0,2,1,2,1,5,1,2,Detchd,1999.0,Unf,2.0,440.0,3,Y,0,32,0,0,0,0,0,7,MetalSd,MetalSd,RARE,Norm,WD,Gable,Reg,Lvl,Gtl,PConc,1,1,1,1,0,1,0,0,0,1,0,1,1,7,162.0,11,30,2.5,1877.0,32,3998.0,6,9,14,7,12,7,6,9,39,56862,192,6774.0,2640.0,56862,398034,1.7142857142857142,8.0,8.0,0.0,8.0,0.0,0.45139318885448915,291.6,2187.0,1457271.0,1,32.0,6986.0,5,1397.2,1458,2,729.0,104.14285714285714,2,8,2,3,3,6,0,176000.0,172605.14283014787,Yes
20,RL,88.2,11616,Sawyer,1Fam,1Story,5,5,1962.0,1962.0,BrkFace,116.0,3,3,No,2,170.0,4,670.0,252.0,1092.0,1092,0,0,1092,0.0,1.0,1,0,3,1,6,1,1,Attchd,1962.0,Unf,1.0,288.0,3,Y,0,20,144,0,0,0,0,3,Wd Sdng,Wd Sdng,None,Norm,WD,Gable,Reg,Lvl,Gtl,CBlock,1,1,1,1,1,1,0,0,0,1,0,0,1,7,136.5,10,25,1.5,1932.0,164,3924.0,6,9,12,6,9,6,6,9,35,38220,984,696.0,1728.0,38220,114660,1.5,47.0,47.0,0.0,47.0,0.0,0.09400826446280992,182.0,2184.0,2142504.0,2,82.0,14204.0,5,2840.8,1092,1,1092.0,182.0,2,1,9,7,2,2,1,139000.0,133974.7294194242,Yes
20,RL,74.0,8536,Edwards,1Fam,1Story,5,5,2006.0,2007.0,None,0.0,3,3,No,1,0.0,1,0.0,1125.0,1125.0,1125,0,0,1125,0.0,0.0,1,1,2,1,5,0,0,Attchd,2007.0,Unf,2.0,430.0,3,Y,80,64,0,0,0,0,0,2,VinylSd,VinylSd,None,Norm,New,Gable,Reg,Lvl,Gtl,PConc,0,1,1,1,1,1,0,0,1,1,0,0,0,7,140.625,10,25,1.5,1125.0,144,4013.0,6,9,9,7,12,2,6,9,33,37125,864,0.0,2580.0,37125,74250,6.0,1.0,0.0,1.0,0.0,1.0,0.13179475164011248,225.0,2250.0,2257875.0,2,72.0,11216.0,4,2804.0,1125,1,1125.0,562.5,2,1,1,7,0,6,0,155000.0,142394.67890380605,Yes
60,RL,90.0,12376,SawyerW,1Fam,2Story,7,5,1990.0,1990.0,None,0.0,3,3,Mn,6,1470.0,1,0.0,203.0,1673.0,1699,1523,0,3222,1.0,0.0,3,0,5,1,11,2,3,Attchd,1990.0,Unf,3.0,594.0,3,Y,367,0,0,0,0,0,0,5,Plywood,Plywood,None,Norm,WD,Hip,Reg,Lvl,Gtl,PConc,0,1,1,1,1,1,0,0,0,1,0,1,1,7,214.8,12,35,4.0,4692.0,367,3980.0,6,9,14,7,12,7,6,9,41,132102,2202,0.0,3564.0,132102,660510,1.7142857142857142,20.0,20.0,0.0,20.0,0.0,0.2603425985778927,292.90909090909093,4895.0,3329270.0,1,367.0,17865.0,4,4466.25,3222,2,1611.0,239.0,2,5,0,0,7,0,0,320000.0,342239.1975018168,Yes
60,RL,65.0,8461,CollgCr,1Fam,2Story,6,5,2005.0,2006.0,None,0.0,3,3,No,1,0.0,1,0.0,728.0,728.0,728,728,0,1456,0.0,0.0,2,1,3,1,8,1,4,Attchd,2005.0,Fin,2.0,390.0,3,Y,0,24,0,0,0,0,0,5,VinylSd,VinylSd,None,Norm,New,Gable,Reg,Lvl,Gtl,PConc,0,1,1,1,1,1,0,0,1,1,0,1,1,8,121.33333333333333,11,30,2.5,1456.0,24,4011.0,7,12,9,7,12,2,6,9,37,53872,168,0.0,2340.0,53872,269360,6.0,1.0,0.0,1.0,1.0,0.0,0.17208367805223967,182.0,2184.0,1460368.0,1,24.0,11035.0,4,2758.75,1456,2,728.0,364.0,2,8,1,3,3,6,0,163990.0,166385.90918050523,Yes
80,RL,103.2,21453,ClearCr,1Fam,SLvl,6,5,1969.0,1969.0,None,0.0,3,3,Gd,5,938.0,1,0.0,0.0,938.0,988,0,0,988,1.0,0.0,1,0,1,1,4,2,3,Attchd,1969.0,Unf,2.0,540.0,3,Y,0,130,0,130,0,0,0,6,Plywood,Plywood,None,Norm,WD,Flat,IR1,RARE,RARE,CBlock,0,1,1,1,1,1,0,0,0,1,0,0,1,6,164.66666666666666,11,30,2.0,1926.0,260,3938.0,6,9,12,6,9,6,6,9,38,37544,1560,0.0,3240.0,37544,225264,1.5,37.0,37.0,0.0,37.0,0.0,0.04605416491865939,247.0,1926.0,1846922.0,2,130.0,23919.0,4,5979.75,988,1,988.0,156.33333333333334,2,1,1,2,4,9,1,180000.0,174574.2495013407,Yes
50,RM,50.0,6060,IDOTRR,1Fam,1.5Fin,4,5,1939.0,1950.0,None,0.0,3,3,No,1,0.0,1,0.0,732.0,732.0,772,351,0,1123,0.0,0.0,1,0,3,1,4,0,0,Detchd,1979.0,Unf,1.0,264.0,3,P,0,0,140,0,0,0,0,1,RARE,RARE,None,Norm,WD,Gable,Reg,Lvl,Gtl,PConc,0,1,1,1,0,1,1,0,0,1,0,1,0,7,187.16666666666666,9,20,1.0,1123.0,140,3889.0,6,9,8,6,9,2,6,9,31,34813,840,0.0,1584.0,34813,34813,4.5,68.0,57.0,11.0,28.0,40.0,0.1853135313531353,280.75,1855.0,1427400.0,1,140.0,8179.0,4,2044.75,1123,2,561.5,366.0,2,8,9,3,2,2,2,100000.0,92599.688843204,Yes
20,RL,75.0,9464,NAmes,1Fam,1Story,6,7,1958.0,1958.0,BrkFace,135.0,4,3,No,4,570.0,1,0.0,510.0,1080.0,1080,0,0,1080,0.0,0.0,1,0,3,1,5,0,0,Attchd,1958.0,Unf,1.0,288.0,3,Y,0,0,0,0,130,0,0,3,MetalSd,MetalSd,None,Norm,WD,Hip,Reg,Lvl,Gtl,CBlock,1,1,1,1,1,1,0,0,0,1,0,0,0,7,154.28571428571428,13,42,1.0,1650.0,130,3916.0,7,12,11,6,9,5,6,9,37,39960,910,945.0,1728.0,39960,119880,1.8,50.0,50.0,0.0,50.0,0.0,0.11411665257819104,216.0,2160.0,2114640.0,1,130.0,12047.0,5,2409.4,1080,1,1080.0,216.0,3,1,9,7,6,1,1,136000.0,141138.98118949076,Yes
120,RL,55.0,7892,SawyerW,TwnhsE,1Story,6,5,1993.0,1993.0,None,0.0,3,3,No,6,300.0,1,0.0,899.0,1199.0,1199,0,0,1199,0.0,0.0,2,0,2,1,5,0,0,Attchd,1993.0,RFn,2.0,530.0,3,Y,0,63,0,0,0,0,0,5,Plywood,Plywood,None,Norm,WD,Gable,Reg,Lvl,Gtl,PConc,0,1,1,1,1,1,0,0,0,1,0,0,0,6,149.875,11,30,2.0,1499.0,63,3986.0,7,12,14,7,12,7,6,9,42,50358,441,0.0,3180.0,50358,251790,1.7142857142857142,15.0,15.0,0.0,15.0,0.0,0.15192600101368475,239.8,2398.0,2389607.0,1,63.0,10820.0,4,2705.0,1199,1,1199.0,171.28571428571428,2,1,8,7,3,6,0,153900.0,159864.14248223306,Yes
20,RL,48.0,17043,NWAmes,1Fam,1Story,6,5,1979.0,1998.0,None,0.0,4,2,No,1,0.0,1,0.0,1362.0,1362.0,1586,0,0,1586,0.0,0.0,2,0,3,1,7,1,3,Attchd,1979.0,Unf,2.0,435.0,3,Y,192,0,0,0,0,0,0,5,HdBoard,HdBoard,None,Norm,WD,Gable,IR1,Lvl,Gtl,CBlock,0,1,1,1,1,1,0,0,0,1,0,0,1,6,158.6,11,30,2.0,1586.0,192,3977.0,7,12,8,6,8,2,6,9,33,52338,1344,0.0,2610.0,52338,261690,4.0,30.0,11.0,19.0,30.0,0.0,0.09305873379099924,226.57142857142858,2948.0,2721276.0,1,192.0,20426.0,4,5106.5,1586,1,1586.0,681.0,2,4,8,1,5,9,1,181000.0,173412.339707451,Yes
190,RM,60.0,6780,IDOTRR,2fmCon,1.5Fin,6,8,1935.0,1982.0,None,0.0,2,3,Av,6,490.0,1,0.0,30.0,520.0,520,0,234,754,1.0,0.0,1,0,2,1,5,0,0,None,1974.8,None,0.0,0.0,0,N,53,0,0,0,0,0,0,1,Wd Sdng,Wd Sdng,None,Norm,WD,Gable,Reg,Lvl,Gtl,CBlock,0,0,1,1,0,0,0,0,0,1,0,0,0,3,107.71428571428571,14,48,2.0,1010.0,53,3917.0,5,6,13,6,9,7,0,0,31,23374,265,0.0,0.0,16120,23374,1.2857142857142858,71.0,24.0,47.0,31.200000000000045,39.799999999999955,0.1112094395280236,104.0,1274.0,1030640.0,1,53.0,8054.0,3,2684.6666666666665,520,1,520.0,74.28571428571429,3,7,9,2,3,8,2,84500.0,83654.45800548843,Yes
120,RL,45.4,4928,NPkVill,TwnhsE,1Story,6,5,1976.0,1976.0,None,0.0,3,3,No,5,120.0,1,0.0,958.0,1078.0,958,0,0,958,0.0,0.0,2,0,2,1,5,1,3,Attchd,1977.0,RFn,2.0,440.0,3,Y,0,205,0,0,0,0,0,3,Plywood,Plywood,None,Norm,WD,Gable,IR1,Lvl,Gtl,CBlock,0,1,1,1,1,1,0,0,0,1,0,0,1,6,119.75,11,30,2.0,1078.0,205,3952.0,6,9,13,7,12,6,6,9,37,35446,1230,0.0,2640.0,35446,106338,2.0,31.0,31.0,0.0,30.0,1.0,0.19439935064935066,191.6,2036.0,2130128.0,1,205.0,7404.0,4,1851.0,958,1,958.0,179.66666666666666,2,7,1,2,8,6,1,128000.0,130086.23077802057,Yes
45,RM,55.0,4388,OldTown,1Fam,1.5Unf,5,7,1930.0,1950.0,None,0.0,4,3,No,2,116.0,1,0.0,556.0,672.0,840,0,0,840,0.0,0.0,1,0,3,1,5,1,3,None,1962.4,None,0.0,0.0,0,N,0,0,0,0,0,0,0,2,RARE,Wd Sdng,None,RARE,WD,Gable,IR1,RARE,Gtl,BrkTil,0,1,1,1,0,0,0,0,0,1,0,0,1,4,120.0,12,35,1.0,956.0,0,3880.0,7,12,9,6,9,3,0,0,29,24360,0,0.0,0.0,24360,48720,3.0,77.0,57.0,20.0,44.59999999999991,32.40000000000009,0.19143117593436645,168.0,1512.0,1310400.0,0,0.0,5900.0,3,1966.6666666666667,840,1,840.0,224.0,3,7,9,2,3,1,2,87000.0,89023.33017995495,Yes
60,RL,69.0,7590,NAmes,1Fam,2Story,6,5,1966.0,1966.0,BrkFace,266.0,3,3,No,4,512.0,1,0.0,148.0,660.0,660,688,0,1348,0.0,0.0,1,1,3,1,6,1,2,Attchd,1966.0,RFn,2.0,453.0,3,Y,188,108,0,0,0,0,0,3,VinylSd,VinylSd,None,RARE,WD,Gable,Reg,Lvl,Gtl,CBlock,1,1,1,1,1,1,0,0,0,1,0,1,1,8,149.77777777777777,11,30,1.5,1860.0,296,3932.0,6,9,11,6,9,5,6,9,35,47180,1776,1596.0,2718.0,47180,141540,1.8,40.0,40.0,0.0,40.0,0.0,0.17760210803689064,224.66666666666666,2008.0,1297560.0,2,148.0,10317.0,5,2063.4,1348,2,674.0,132.0,2,8,4,3,0,9,1,155000.0,145952.09050069348,Yes
20,RL,69.0,8973,NAmes,1Fam,1Story,5,7,1958.0,1991.0,BrkFace,85.0,3,3,No,3,567.0,4,28.0,413.0,1008.0,1053,0,0,1053,0.0,1.0,1,1,3,1,6,0,0,2Types,1998.0,RFn,2.0,750.0,3,Y,0,80,0,180,0,0,0,3,Plywood,Plywood,None,Norm,WD,Gable,Reg,Lvl,Gtl,CBlock,1,1,0,1,1,1,1,0,0,0,0,0,0,6,117.0,12,35,2.0,1648.0,260,3949.0,6,9,13,6,9,7,6,9,38,40014,1560,510.0,4500.0,40014,120042,1.2857142857142858,48.0,15.0,33.0,8.0,40.0,0.11735205616850551,175.5,2061.0,2006928.0,2,130.0,11869.0,5,2373.8,1053,1,1053.0,144.0,3,1,1,7,4,1,1,150000.0,143438.6127595055,Yes
60,RL,88.0,14200,NAmes,1Fam,2Story,7,6,1966.0,1966.0,BrkFace,309.0,3,3,No,3,445.0,1,0.0,479.0,924.0,1216,941,0,2157,0.0,0.0,2,1,4,1,8,2,4,Attchd,1966.0,Fin,2.0,487.0,3,Y,105,66,0,0,0,0,0,3,MetalSd,MetalSd,None,Norm,WD,Gable,Reg,Lvl,Gtl,CBlock,1,1,1,1,1,1,1,0,0,1,0,1,1,9,179.75,13,42,2.5,2602.0,171,3932.0,6,9,10,6,9,4,6,9,38,81966,1026,1854.0,2922.0,81966,245898,2.25,40.0,40.0,0.0,40.0,0.0,0.1519014084507042,269.625,3081.0,1816584.0,2,85.5,18077.0,5,3615.4,2157,2,1078.5,231.0,3,0,4,4,5,1,1,226000.0,218534.12954070547,Yes
60,RL,78.6,12224,Gilbert,1Fam,2Story,6,5,2000.0,2000.0,BrkFace,40.0,3,3,No,6,695.0,1,0.0,297.0,992.0,1022,1032,0,2054,1.0,0.0,2,1,3,1,7,1,3,BuiltIn,2000.0,RFn,2.0,390.0,3,Y,24,48,0,0,0,0,0,5,VinylSd,VinylSd,None,Norm,WD,Gable,IR1,Lvl,Gtl,PConc,1,1,1,1,1,1,0,0,0,1,0,1,1,8,186.72727272727272,11,30,3.5,2749.0,72,4000.0,7,12,14,7,12,7,6,9,42,86268,504,280.0,2340.0,86268,431340,1.7142857142857142,9.0,9.0,0.0,9.0,0.0,0.16803010471204188,293.42857142857144,3046.0,1984000.0,2,36.0,15700.0,5,3140.0,2054,2,1027.0,141.71428571428572,2,0,6,4,3,6,0,244000.0,219425.6575885067,Yes
20,RL,75.0,7388,NAmes,1Fam,1Story,5,6,1959.0,2002.0,None,0.0,3,3,No,3,405.0,1,0.0,658.0,1063.0,1327,0,0,1327,1.0,0.0,1,0,3,1,7,0,0,Detchd,1974.0,Unf,2.0,624.0,3,Y,0,0,0,0,0,0,0,3,MetalSd,MetalSd,None,Norm,WD,Gable,Reg,Lvl,Gtl,CBlock,0,1,1,1,0,1,0,0,0,1,0,0,0,5,147.44444444444446,11,30,2.0,1732.0,0,3961.0,6,9,10,6,9,4,6,9,35,46445,0,0.0,3744.0,46445,139335,2.25,48.0,5.0,43.0,33.0,15.0,0.17961559285327558,189.57142857142858,2390.0,2128126.0,0,0.0,10402.0,4,2600.5,1327,1,1327.0,265.75,3,1,1,7,3,4,1,150750.0,147581.7053415405,Yes
